Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,,,
CHEMBL213307,Cc1cccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)c1,IC50=23000nM,2.30E+04,-3.7,1.93E+06,
CHEMBL196211,COc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50=40000nM,4.00E+04,-3.7,1.93E+06,
CHEMBL192112,Nc1ccc(Oc2ccc(/C=C(\NC(=O)CCC3CCCC3)C(=O)O)cc2)c(C(F)(F)F)c1,IC50=14000nM,1.40E+04,-3.7,1.93E+06,
CHEMBL210593,Cc1cc(S(=O)(=O)N2CCC[C@H]2C(=O)O)c(N)cc1Cl,IC50=3100nM,3.10E+03,-3.7,1.93E+06,
CHEMBL207500,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(F)cc(Cl)c1O,IC50=2100nM,2.10E+03,-3.7,1.93E+06,
CHEMBL2092825,C[C@H]1CC[C@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2ncc(C(=O)O)s2)CC1,IC50=5000nM,5.00E+03,-3.7,1.93E+06,
CHEMBL19332,O=C(O)C(=O)CC(=O)c1ccccc1,IC50=5700nM,5.70E+03,-3.7,1.93E+06,
CHEMBL4284172,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ccccc5)CC4)c3)cc12,IC50=18nM,1.80E+01,-3.7,1.93E+06,
CHEMBL380182,O=C(O)[C@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50=7900nM,7.90E+03,-3.7,1.93E+06,
CHEMBL24489,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)c1ccc(Cl)cc1Cl,IC50=8000nM,8.00E+03,-3.7,1.93E+06,
CHEMBL198098,Cc1coc(C)c1/C(O)=C/C(=O)C(=O)O,IC50=48000nM,4.80E+04,-3.7,1.93E+06,
CHEMBL276969,O=C(O)CN(Cc1cccc(Br)c1)C(=O)c1ccc(Cl)cc1Cl,IC50=53000nM,5.30E+04,-3.7,1.93E+06,
CHEMBL427410,COc1ccc(CCC2(C3CCCC3)CC(=O)C(Sc3ccccc3)=C(O)O2)cc1Cl,IC50=560nM,5.60E+02,-3.7,1.93E+06,
CHEMBL379236,CCCC1(CC(=O)O)OCCc2c1sc1c(C)cc(F)cc21,IC50>20000nM,2.00E+04,-3.7,1.93E+06,
CHEMBL109569,CCOC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50=650nM,6.50E+02,-3.7,1.93E+06,
CHEMBL223585,C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(N)nc1=O,IC50=60000nM,6.00E+04,-3.7,1.93E+06,
CHEMBL211639,CNC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=18nM,1.80E+01,-3.7,1.93E+06,
CHEMBL439327,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(C(N)=O)ccc(C#N)c21,IC50>33000nM,3.30E+04,-3.7,1.93E+06,
CHEMBL207299,CCCC1(C(=O)O)CCc2c1[nH]c1c(F)ccc(C#N)c21,IC50=8100nM,8.10E+03,-3.7,1.93E+06,
CHEMBL426948,CCCCCOc1ccccc1C(=O)CC(=O)C(=O)O,IC50=25000nM,2.50E+04,-3.7,1.93E+06,
CHEMBL413358,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccc(Cl)cc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=900nM,9.00E+02,-3.7,1.93E+06,
CHEMBL2236462,CCCCCSc1nc(-c2ccc(C(C)C)cc2)c(C#N)c(=O)[nH]1,IC50=12000nM,1.20E+04,-3.7,1.93E+06,
CHEMBL366051,Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,IC50=4200nM,4.20E+03,-3.7,1.93E+06,
CHEMBL4440367,C[C@@]1(F)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=860nM,8.60E+02,-3.7,1.93E+06,
CHEMBL2016760,C#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,IC50=232000nM,2.32E+05,-3.7,1.93E+06,
CHEMBL4470883,N=C1S/C(=C\c2ccccc2)C(=O)N1c1ccccc1,IC50=580nM,5.80E+02,-3.7,1.93E+06,
CHEMBL4127921,C#C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50=330nM,3.30E+02,-3.7,1.93E+06,
CHEMBL177122,O=C(O)c1ccc2c(c1)ncn2C1CCCCC1,IC50=186000nM,1.86E+05,-3.6,2.28E+06,
CHEMBL368168,Cn1cccc1-c1nc2cc(C(=O)O)ccc2n1C1CCCCC1,IC50=1800nM,1.80E+03,-3.6,2.28E+06,
CHEMBL211874,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,IC50=16nM,1.60E+01,-3.6,2.28E+06,
CHEMBL367243,O=C(N[C@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50=700nM,7.00E+02,-3.6,2.28E+06,
CHEMBL308370,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(O)nc(N)nc21,IC50=1600nM,1.60E+03,-3.6,2.28E+06,
CHEMBL185249,COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)c(F)ccc2c1C(F)(F)F,IC50=2100nM,2.10E+03,-3.6,2.28E+06,
CHEMBL373120,Cc1ccccc1-c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)s1,IC50=1400nM,1.40E+03,-3.6,2.28E+06,
CHEMBL430718,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)c1ccc(Cl)cc1Cl,IC50=1400nM,1.40E+03,-3.6,2.28E+06,
CHEMBL382995,O=C(O)[C@H]1CSCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50=1700nM,1.70E+03,-3.6,2.28E+06,
CHEMBL445663,CCCC1(C(=O)O)CCc2c1[nH]c1c(Cl)ccc(Cl)c21,IC50=27000nM,2.70E+04,-3.6,2.28E+06,
CHEMBL174910,CCCOc1ccccc1C(=O)CC(=O)C(=O)O,IC50=3900nM,3.90E+03,-3.6,2.28E+06,
CHEMBL184402,COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)cccc2c1Br,IC50=1200nM,1.20E+03,-3.6,2.28E+06,
CHEMBL181308,Cc1ccc([C@H]2[C@@H](C(=O)O)C[C@@](CC(C)C)(C(=O)O)N2C(=O)c2ccc(C(F)(F)F)cc2)cc1,IC50=1000nM,1.00E+03,-3.6,2.28E+06,
CHEMBL181246,CCCC(Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21)C(C)C,IC50=1130nM,1.13E+03,-3.6,2.28E+06,
CHEMBL360224,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@@H](c2cccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=18000nM,1.80E+04,-3.6,2.28E+06,
CHEMBL361428,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccccc1,IC50=11400nM,1.14E+04,-3.6,2.28E+06,
CHEMBL205842,O=C(O)c1ccc2c(c1)nc(-c1ccc(OCCCCCc3ccccc3)cc1)n2C1CCCCC1,IC50=1000nM,1.00E+03,-3.6,2.28E+06,
CHEMBL2236463,CC(C)c1ccc(-c2nc(SCC3CCCCO3)[nH]c(=O)c2C#N)cc1,IC50=17000nM,1.70E+04,-3.6,2.28E+06,
CHEMBL200616,CCCC1(CC(=O)O)OCCc2c1oc1c(Cl)ccc(Cl)c21,IC50=1490nM,1.49E+03,-3.6,2.28E+06,
CHEMBL310174,COC(=O)N(CC(=O)O)C(=O)c1cccc2c(C(F)(F)F)c(OC)ccc12,IC50>26000nM,2.60E+04,-3.6,2.28E+06,
CHEMBL199323,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCCC2)sc2c1CCC(C)(C)C2,IC50=200nM,2.00E+02,-3.6,2.28E+06,
CHEMBL208117,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(Cl)cc(Br)cc21,IC50>33000nM,3.30E+04,-3.6,2.28E+06,
CHEMBL202310,CCOC(=O)CNc1ccc2c(c1)c(O)c(C1=NS(=O)(=O)c3ccccc3N1)c(=O)n2CCC(C)C,IC50=115nM,1.15E+02,-3.6,2.28E+06,
CHEMBL3672390,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5nc(C)no5)CC4)c3)cc12,IC50=32nM,3.20E+01,-3.6,2.28E+06,
CHEMBL109258,CCN(CC)C(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50>100000nM,1.00E+05,-3.6,2.28E+06,
CHEMBL200991,CCOC(=O)c1c(NC(=O)NS(C)(=O)=O)sc2c1CCCC2,IC50=3800nM,3.80E+03,-3.6,2.28E+06,
CHEMBL4292620,CCCc1nc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC(C)(C)C)c1,IC50=5nM,5.00E+00,-3.6,2.28E+06,
CHEMBL366051,Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,IC50=4200nM,4.20E+03,-3.6,2.28E+06,
CHEMBL176058,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=32nM,3.20E+01,-3.6,2.28E+06,
CHEMBL182632,CCNc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50=2900nM,2.90E+03,-3.6,2.28E+06,
CHEMBL23283,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(Br)c1)C(=O)c1ccc(Cl)cc1Cl,IC50=3500nM,3.50E+03,-3.6,2.28E+06,
CHEMBL2387641,O=C(O)[C@H](Cc1ccccc1)N1C(=O)/C(=C/c2cccc(Oc3ccc(Cl)cc3)c2)SC1=S,IC50=4200nM,4.20E+03,-3.6,2.28E+06,
CHEMBL207511,C=CCC1(C(=O)O)CCc2c1[nH]c1c(Cl)ccc(Cl)c21,IC50=1200nM,1.20E+03,-3.6,2.28E+06,
CHEMBL177810,Cc1cc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)oc1C,IC50>30000nM,3.00E+04,-3.6,2.28E+06,
CHEMBL370569,CCCC1(CC(=O)O)OCCc2c1oc1ccccc21,IC50>20000nM,2.00E+04,-3.6,2.28E+06,
CHEMBL177529,O=C(O)C(=O)CC(=O)c1ccco1,IC50>50000nM,5.00E+04,-3.6,2.28E+06,
CHEMBL24541,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccc[n+]([O-])c1)C(=O)c1ccc(Cl)cc1Cl,IC50=2700nM,2.70E+03,-3.6,2.28E+06,
CHEMBL208343,Nc1ccccc1S(=O)(=O)N1CCC[C@H]1C(=O)O,IC50>20000nM,2.00E+04,-3.6,2.28E+06,
CHEMBL362701,CC(C)CCNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50=629nM,6.29E+02,-3.6,2.28E+06,
CHEMBL2236451,CC(C)c1ccc(-c2nc(SCc3ccc(OC(F)(F)F)cc3)[nH]c(=O)c2C#N)cc1,IC50=10000nM,1.00E+04,-3.5,2.70E+06,
CHEMBL323046,CCOCc1cc(=O)c(O)c(C(=O)O)o1,IC50=800nM,8.00E+02,-3.5,2.70E+06,
CHEMBL24069,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccc(Br)s1)C(=O)c1ccc(Cl)cc1Cl,IC50=3100nM,3.10E+03,-3.5,2.70E+06,
CHEMBL180443,Oc1ncnc2nc(-c3ccccn3)c(-c3ccccn3)nc12,IC50>100000nM,1.00E+05,-3.5,2.70E+06,
CHEMBL208585,CN(C)C(=O)Nc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=22nM,2.20E+01,-3.5,2.70E+06,
CHEMBL2236453,CCCCCSc1nc(-c2ccc(Cl)cc2Cl)c(C#N)c(=O)[nH]1,IC50=17000nM,1.70E+04,-3.5,2.70E+06,
CHEMBL16281,O=C(O)C(=O)CCc1ccccc1,IC50>50000nM,5.00E+04,-3.5,2.70E+06,
CHEMBL191832,NNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50=1000nM,1.00E+03,-3.5,2.70E+06,
CHEMBL206865,CCCC1(CC(=O)O)OCCc2c1[nH]c1c(C)ccc(C#N)c21,IC50=570nM,5.70E+02,-3.5,2.70E+06,
CHEMBL204517,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(C#N)ccc(C#N)c21,IC50=2300nM,2.30E+03,-3.5,2.70E+06,
CHEMBL84384,COC(=O)N(CC(=O)O)C(=O)c1c(Cl)ccc2c(C(F)(F)F)c(OC)ccc12,IC50=5000nM,5.00E+03,-3.5,2.70E+06,
CHEMBL199323,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCCC2)sc2c1CCC(C)(C)C2,IC50=1000nM,1.00E+03,-3.5,2.70E+06,
CHEMBL379608,COC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50>20000nM,2.00E+04,-3.5,2.70E+06,
CHEMBL420751,Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](F)[C@H]3O)c2n1,IC50=1800nM,1.80E+03,-3.5,2.70E+06,
CHEMBL370754,C#Cc1c(C2CCCCC2)c2ccc(C(=O)O)cc2n1CC(=O)N1CCC(N(C)C)CC1,IC50=228nM,2.28E+02,-3.5,2.70E+06,
CHEMBL197296,N#Cc1ccccc1Cn1cccc1/C(O)=C/C(=O)C(=O)O,IC50=6300nM,6.30E+03,-3.5,2.70E+06,
CHEMBL378470,NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=62517269.28nM,6.25E+07,-3.5,2.70E+06,
CHEMBL215350,CC1(CCc2ccc(O)cc2)CC(=O)CC(=O)O1,IC50>100000nM,1.00E+05,-3.5,2.70E+06,
CHEMBL211142,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ncc(C(=O)O)cc21,IC50=2200nM,2.20E+03,-3.5,2.70E+06,
CHEMBL362597,c1ccc(-c2nc3ncnc(N4CCCCC4)c3nc2-c2ccccc2)cc1,IC50>100000nM,1.00E+05,-3.5,2.70E+06,
CHEMBL197882,Cc1sc(-c2ccccc2)cc1/C(O)=C/C(=O)C(=O)O,IC50=167000nM,1.67E+05,-3.5,2.70E+06,
CHEMBL174646,CCc1ccc(C(=O)CC(=O)C(=O)O)cc1,IC50=47000nM,4.70E+04,-3.5,2.70E+06,
CHEMBL1092581,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,IC50=160nM,1.60E+02,-3.5,2.70E+06,
CHEMBL201681,CCCCC1(CC(=O)O)OCCc2c1sc1c(Cl)ccc(Cl)c21,IC50=750nM,7.50E+02,-3.5,2.70E+06,
CHEMBL379855,O=S(=O)(c1cc(Cl)cc(Cl)c1O)N1CCCC1,IC50=4800nM,4.80E+03,-3.5,2.70E+06,
CHEMBL386508,Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=16nM,1.60E+01,-3.5,2.70E+06,
CHEMBL83762,COC(=O)N(CC(=O)O)C(=O)c1c(OC)ccc2c(C(F)(F)F)c(OC)ccc12,IC50=11300nM,1.13E+04,-3.5,2.70E+06,
CHEMBL205353,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(F)c(F)ccc21,IC50>33000nM,3.30E+04,-3.5,2.70E+06,
CHEMBL380997,CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)cc(F)c(C#N)c21,IC50=50nM,5.00E+01,-3.5,2.70E+06,
CHEMBL180948,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50=300nM,3.00E+02,-3.5,2.70E+06,
CHEMBL369552,CN(C)C(=O)Cn1c(-c2ccccc2Cl)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50=372nM,3.72E+02,-3.5,2.70E+06,
CHEMBL183800,Oc1ncnc2nc(-c3ccccc3Cl)c(-c3ccccc3Cl)nc12,IC50>100000nM,1.00E+05,-3.5,2.70E+06,
CHEMBL206946,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,IC50>20000nM,2.00E+04,-3.5,2.70E+06,
CHEMBL109823,COC(=O)c1oc(C(=O)O)cc(=O)c1O,IC50>100000nM,1.00E+05,-3.5,2.70E+06,
CHEMBL4546969,COc1ccc(/C=c2/sc3n(c2=O)CN(c2ccc(OC)cc2)CN=3)cc1,IC50=540nM,5.40E+02,-3.5,2.70E+06,
CHEMBL208024,CCCC1(C(=O)O)CCCc2c1[nH]c1c(C)ccc(C#N)c21,IC50=15000nM,1.50E+04,-3.5,2.70E+06,
CHEMBL2236463,CC(C)c1ccc(-c2nc(SCC3CCCCO3)[nH]c(=O)c2C#N)cc1,IC50=16982.44nM,1.70E+04,-3.5,2.70E+06,
CHEMBL211408,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)c4ccccc4)ccc3N2)c(O)c2cccnc21,IC50=41nM,4.10E+01,-3.4,3.20E+06,
CHEMBL2236458,CCCCCSc1nc(-c2cccc(C)c2)c(C#N)c(=O)[nH]1,IC50=18000nM,1.80E+04,-3.4,3.20E+06,
CHEMBL23458,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc([N+](=O)[O-])c1)C(=O)c1ccc(Cl)cc1Cl,IC50=700nM,7.00E+02,-3.4,3.20E+06,
CHEMBL372433,CN1CCCC(CN(C)C(=O)Cn2c(-c3ccc(Cl)cc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)C1,IC50=12nM,1.20E+01,-3.4,3.20E+06,
CHEMBL364017,Cc1ccccc1-c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)o1,IC50=3000nM,3.00E+03,-3.4,3.20E+06,
CHEMBL426503,N#C[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50=1400nM,1.40E+03,-3.4,3.20E+06,
CHEMBL195492,N#Cc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50=47000nM,4.70E+04,-3.4,3.20E+06,
CHEMBL2236458,CCCCCSc1nc(-c2cccc(C)c2)c(C#N)c(=O)[nH]1,IC50=18197.01nM,1.82E+04,-3.4,3.20E+06,
CHEMBL208347,CCCC1(C(=O)O)CCc2c1[nH]c1c(C)ccc(C#N)c21,IC50=4700nM,4.70E+03,-3.4,3.20E+06,
CHEMBL371987,Cc1ccc(/C(O)=C/C(=O)C(=O)O)c(C)c1,IC50=2000nM,2.00E+03,-3.4,3.20E+06,
CHEMBL66064,O=C1NC(=S)S/C1=C\c1ccc([N+](=O)[O-])cc1,IC50=22000nM,2.20E+04,-3.4,3.20E+06,
CHEMBL378470,NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50=16nM,1.60E+01,-3.4,3.20E+06,
CHEMBL280862,N#Cc1ccc(CN(C(=O)c2ccc(Cl)cc2Cl)[C@@H](Cc2ccccc2)C(=O)O)cc1,IC50=8000nM,8.00E+03,-3.4,3.20E+06,
CHEMBL280861,N#Cc1ccccc1CN(C(=O)c1ccc(Cl)cc1Cl)[C@@H](Cc1ccccc1)C(=O)O,IC50=6000nM,6.00E+03,-3.4,3.20E+06,
CHEMBL216044,COc1ccc(CCC2(C3CCCC3)CC(=O)C(Sc3ccc(O)cc3)=C(O)O2)cc1Cl,IC50=130nM,1.30E+02,-3.4,3.20E+06,
CHEMBL4110895,Nc1ccn(C2OC(CO)[C@@H](O)[C@]23CCCO3)c(=O)n1,IC50>100000nM,1.00E+05,-3.4,3.20E+06,
CHEMBL1950240,COP(=O)(OC)OP(=O)(OC)OP(=O)(OC)OC[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(F)[C@@H]1O,IC50=15000nM,1.50E+04,-3.4,3.20E+06,
CHEMBL176593,Cc1ccc(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)s1,IC50>30000nM,3.00E+04,-3.4,3.20E+06,
CHEMBL371573,Nc1cccc(Cl)c1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1,IC50=310nM,3.10E+02,-3.4,3.20E+06,
CHEMBL4286495,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ccccn5)CC4)c3)cc12,IC50=18nM,1.80E+01,-3.4,3.20E+06,
CHEMBL379210,CCCC1(C(=O)O)CCCc2c1[nH]c1c(F)ccc(C#N)c21,IC50=10000nM,1.00E+04,-3.4,3.20E+06,
CHEMBL379305,CCCC1(C(=O)O)CCCc2c1[nH]c1c(Cl)ccc(Cl)c21,IC50=3200nM,3.20E+03,-3.4,3.20E+06,
CHEMBL198879,Cn1cc(C(=O)c2ccc(F)cc2)cc1/C=C/C(O)=C/C(=O)C(=O)O,IC50=16000nM,1.60E+04,-3.4,3.20E+06,
CHEMBL372400,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCc3ccccc3C2)sc2c1CCC(C)(C)C2,IC50=100nM,1.00E+02,-3.4,3.20E+06,
CHEMBL382504,NN1C(=O)/C(=C/c2ccccc2)SC1=S,IC50>30000nM,3.00E+04,-3.4,3.20E+06,
CHEMBL179681,O=C(O)C(=O)CC(=O)c1ccsc1,IC50=4500nM,4.50E+03,-3.4,3.20E+06,
CHEMBL180771,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1cccc2ccccc12,IC50=700nM,7.00E+02,-3.4,3.20E+06,
CHEMBL214084,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(=O)OC(C)(C)C)ccc3N2)c(O)c2cccnc21,IC50=850nM,8.50E+02,-3.4,3.20E+06,
CHEMBL387405,Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)O)c(O)c21,IC50=75nM,7.50E+01,-3.4,3.20E+06,
CHEMBL4279640,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(C(C)C)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12,IC50=64nM,6.40E+01,-3.4,3.20E+06,
CHEMBL2016758,C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,IC50=20000nM,2.00E+04,-3.4,3.20E+06,
CHEMBL2236455,CCCCCSc1nc(-c2ccc(Br)cc2)c(C#N)c(=O)[nH]1,IC50=11000nM,1.10E+04,-3.3,3.79E+06,
CHEMBL193241,CN1CCN(C(=O)Cn2c(-c3ccccc3)c(C3CCCCC3)c3cc(C(=O)O)ccc32)CC1,IC50=448nM,4.48E+02,-3.3,3.79E+06,
CHEMBL2373970,O=C(O)CN1C[C@@]23C4=C5c6c7c8c9c(c%10c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c(c6c6c8c8c%24c9c%11c9c(c%16%12)c%17c%11c%19c%12c%21c%23c6c8c%12c%11c9%24)[C@@H]5[C@@H]5C=%22[C@H]6c8c5c4c(c-%14c8[C@H]%15[C@@H]%18[C@@H]%206)[C@@H]2[C@H]%13%10)[C@]73[C@@H]1C(=O)O,IC50>10000nM,1.00E+04,-3.3,3.79E+06,
CHEMBL177410,CCCCOc1ccccc1C(=O)CC(=O)C(=O)O,IC50=10000nM,1.00E+04,-3.3,3.79E+06,
CHEMBL374567,CC(=O)N(C)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1,IC50=16nM,1.60E+01,-3.3,3.79E+06,
CHEMBL1236660,Cn1c(-c2ccccc2)c(C2CCCCC2)c2sc(C(=O)O)cc21,IC50=25nM,2.50E+01,-3.3,3.79E+06,
CHEMBL380899,CN1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S,IC50>30000nM,3.00E+04,-3.3,3.79E+06,
CHEMBL188218,CN1CCCC(CN(C)C(=O)Cn2c(-c3ccccc3)c(C3CCCC3)c3ccc(C(=O)O)cc32)C1,IC50=47nM,4.70E+01,-3.3,3.79E+06,
CHEMBL197557,Cc1cc(C)c(/C(O)=C/C(=O)C(=O)O)s1,IC50=8200nM,8.20E+03,-3.3,3.79E+06,
CHEMBL178067,Cc1cc(C)c(-c2nc3cc(C(=O)O)ccc3n2C2CCCCC2)c(C)c1,IC50=120000nM,1.20E+05,-3.3,3.79E+06,
CHEMBL382819,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(F)ccc(C#N)c21,IC50=2000nM,2.00E+03,-3.3,3.79E+06,
CHEMBL373014,NN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S,IC50=7000nM,7.00E+03,-3.3,3.79E+06,
CHEMBL175011,Cc1ccc(C(=O)CC(=O)C(=O)O)cc1,IC50=5000nM,5.00E+03,-3.3,3.79E+06,
CHEMBL199954,CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)ccc(C#N)c21,IC50=170nM,1.70E+02,-3.3,3.79E+06,
CHEMBL183179,CCNc1ncnc2nc(-c3ccccc3)c(-c3ccccc3)nc12,IC50=16000nM,1.60E+04,-3.3,3.79E+06,
CHEMBL362796,NCCC[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50>20000nM,2.00E+04,-3.3,3.79E+06,
CHEMBL216143,CC(C)N1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21,IC50=36nM,3.60E+01,-3.3,3.79E+06,
CHEMBL184121,COc1ccc2ccccc2c1C(=O)NC(CC(=O)O)C(=O)O,IC50>10000nM,1.00E+04,-3.3,3.79E+06,
CHEMBL207221,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(C)ccc(C#N)c21,IC50=2100nM,2.10E+03,-3.3,3.79E+06,
CHEMBL206047,CCCC1(CC(=O)O)CCCc2c1[nH]c1cc(F)cc(F)c21,IC50=30000nM,3.00E+04,-3.3,3.79E+06,
CHEMBL215262,CC(C)c1cccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)c1,IC50=1800nM,1.80E+03,-3.3,3.79E+06,
CHEMBL25773,N#Cc1cccc(CN(C(=O)c2ccc(Cl)cc2Cl)[C@@H](Cc2ccccc2)C(=O)O)c1,IC50=800nM,8.00E+02,-3.3,3.79E+06,
CHEMBL383598,CC1(CC(=O)O)OCCc2c1oc1c(Cl)ccc(Cl)c21,IC50>20000nM,2.00E+04,-3.3,3.79E+06,
CHEMBL2236461,CCCCCSc1nc(-c2ccccc2C(F)(F)F)c(C#N)c(=O)[nH]1,IC50=19952.62nM,2.00E+04,-3.3,3.79E+06,
