Molecule ChEMBL ID,Smiles,Standard Value,IC50(nM),¦¤G, predict affinity(kcal/mol),difference,annotation
CHEMBL4069349,C[C@@]1(Cl)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 944,9.44E+02,-5.9,4.68E+04,4.59E+04,
CHEMBL175171,N#CCCCOc1ccccc1C(=O)CC(=O)C(=O)O,IC50 = 350,3.50E+02,-5.9,4.68E+04,4.65E+04,
CHEMBL2236424,COc1cc(CSc2nc(-c3ccc(F)cc3F)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 19000,1.90E+04,-5.7,6.56E+04,4.66E+04,
CHEMBL210597,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O,IC50 = 80,8.00E+01,-5.9,4.68E+04,4.67E+04,
CHEMBL179943,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50 = 83,8.30E+01,-5.9,4.68E+04,4.67E+04,
CHEMBL4127030,C[C@@]1(O)[C@H](O)[C@@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 140,1.40E+02,-5.9,4.68E+04,4.67E+04,
CHEMBL4286659,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4nnc(C)o4)c3)cc12,IC50 = 27,2.70E+01,-5.9,4.68E+04,4.68E+04,
CHEMBL371648,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccc(C)cn2)sc2c1CCC(C)(C)C2,IC50 = 50,5.00E+01,-5.9,4.68E+04,4.68E+04,
CHEMBL216000,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)[nH]c2c1,IC50 = 30,3.00E+01,-5.9,4.68E+04,4.68E+04,
CHEMBL202338,O=C1/C(=C/c2ccc(Cl)cc2)SC(=S)N1Cc1ccccc1,IC50 > 30000,3.00E+04,-5.6,7.77E+04,4.77E+04,
CHEMBL212470,O=c1c(C2=NS(=O)(=O)c3cccc(Br)c3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50 = 6200,6.20E+03,-5.8,5.54E+04,4.92E+04,
CHEMBL4641216,O=C(O)C1C(c2ccccc2)c2ccccc2C(=O)N1O,IC50 = 15700,1.57E+04,-5.7,6.56E+04,4.99E+04,
CHEMBL379855,O=S(=O)(c1cc(Cl)cc(Cl)c1O)N1CCCC1,IC50 = 4800,4.80E+03,-5.8,5.54E+04,5.06E+04,
CHEMBL110021,CCOC(=O)c1cc(=O)c(O)c(C(=O)OCC)o1,IC50 = 4000,4.00E+03,-5.8,5.54E+04,5.14E+04,
CHEMBL200212,CCOC(=O)c1c(NC(=O)c2nccnc2C(=O)O)sc2c1CCCC2,IC50 = 4000,4.00E+03,-5.8,5.54E+04,5.14E+04,
CHEMBL310174,COC(=O)N(CC(=O)O)C(=O)c1cccc2c(C(F)(F)F)c(OC)ccc12,IC50 > 26000,2.60E+04,-5.6,7.77E+04,5.17E+04,
CHEMBL210593,Cc1cc(S(=O)(=O)N2CCC[C@H]2C(=O)O)c(N)cc1Cl,IC50 = 3100,3.10E+03,-5.8,5.54E+04,5.23E+04,
CHEMBL305890,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)nc(N)nc21,IC50 = 2600,2.60E+03,-5.8,5.54E+04,5.28E+04,
CHEMBL183225,Cc1ccc(CNc2ncnc3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,IC50 > 100000,1.00E+05,-5.2,1.53E+05,5.28E+04,
CHEMBL176543,N#CCCCOc1cccc(/C(O)=C/C(=O)C(=O)O)c1,IC50 = 2500,2.50E+03,-5.8,5.54E+04,5.29E+04,
CHEMBL109569,CCOC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50 = 2250,2.25E+03,-5.8,5.54E+04,5.32E+04,
CHEMBL26052,O=C(O)[C@H](Cc1ccccc1)N(Cc1cccc(Br)c1)C(=O)c1ccc(Cl)cc1,IC50 = 11000,1.10E+04,-5.7,6.56E+04,5.46E+04,
CHEMBL179389,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2cccs2)N1C(=O)c1ccc(Cl)c(Cl)c1,IC50 = 600,6.00E+02,-5.8,5.54E+04,5.48E+04,
CHEMBL109569,CCOC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50 = 650,6.50E+02,-5.8,5.54E+04,5.48E+04,
CHEMBL194554,NC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50 = 500,5.00E+02,-5.8,5.54E+04,5.49E+04,
CHEMBL199578,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCCCC2)sc2c1CCC(C)(C)C2,IC50 = 500,5.00E+02,-5.8,5.54E+04,5.49E+04,
CHEMBL215233,Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 90,9.00E+01,-5.8,5.54E+04,5.54E+04,
CHEMBL439848,COc1ccc(-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2CC(=O)N(C)C)cn1,IC50 = 69,6.90E+01,-5.8,5.54E+04,5.54E+04,
CHEMBL4293302,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ncccn5)COC4)c3)cc12,IC50 = 43,4.30E+01,-5.8,5.54E+04,5.54E+04,
CHEMBL383540,Cn1c(-c2sccc2[N+](=O)[O-])nc(C(=O)O)c(O)c1=O,IC50 = 8700,8.70E+03,-5.7,6.56E+04,5.69E+04,
CHEMBL2016758,C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,IC50 = 20000,2.00E+04,-5.6,7.77E+04,5.77E+04,
CHEMBL208117,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(Cl)cc(Br)cc21,IC50 > 33000,3.30E+04,-5.5,9.20E+04,5.90E+04,
CHEMBL177968,O=C(O)C(=O)CC(=O)c1cccnc1,IC50 > 50000,5.00E+04,-5.4,1.09E+05,5.90E+04,
CHEMBL186437,COc1c(O)nc(-c2ccc(Cl)cc2)nc1C(=O)O,IC50 > 50000,5.00E+04,-5.4,1.09E+05,5.90E+04,
CHEMBL109516,O=C(O)c1cc(=O)c(O)c(C(=O)O)o1,IC50 = 18000,1.80E+04,-5.6,7.77E+04,5.97E+04,
CHEMBL379015,Cc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,IC50 = 5600,5.60E+03,-5.7,6.56E+04,6.00E+04,
CHEMBL199930,O=C1/C(=C/c2ccc(F)c(F)c2F)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1900,1.90E+03,-5.7,6.56E+04,6.37E+04,
CHEMBL4437513,O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccccc1)CN=2,IC50 = 1370,1.37E+03,-5.7,6.56E+04,6.43E+04,
CHEMBL4437513,O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccccc1)CN=2,IC50 = 1370.88,1.37E+03,-5.7,6.56E+04,6.43E+04,
CHEMBL200046,CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCC2)sc2c1CCC(C)(C)C2,IC50 = 400,4.00E+02,-5.7,6.56E+04,6.52E+04,
CHEMBL215089,Cc1c(-c2ccccc2)n(C2CCCCC2)c2ccc(C(=O)O)cc12,IC50 = 180,1.80E+02,-5.7,6.56E+04,6.55E+04,
CHEMBL380997,CCC[C@]1(CC(=O)O)OCCc2c1sc1c(C)cc(F)c(C#N)c21,IC50 = 50,5.00E+01,-5.7,6.56E+04,6.56E+04,
CHEMBL200178,CCCC1(CC(=O)O)OCCc2c1sc1ccccc21,IC50 > 20000,2.00E+04,-5.5,9.20E+04,7.20E+04,
CHEMBL366051,Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,IC50 = 4200,4.20E+03,-5.6,7.77E+04,7.35E+04,
CHEMBL182728,C#CCOC(=O)N(CC(=O)O)C(=O)c1c(Br)ccc2c(C(F)(F)F)c(OC)ccc12,IC50 = 2900,2.90E+03,-5.6,7.77E+04,7.48E+04,
CHEMBL207221,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(C)ccc(C#N)c21,IC50 = 2100,2.10E+03,-5.6,7.77E+04,7.56E+04,
CHEMBL371987,Cc1ccc(/C(O)=C/C(=O)C(=O)O)c(C)c1,IC50 = 2000,2.00E+03,-5.6,7.77E+04,7.57E+04,
CHEMBL323046,CCOCc1cc(=O)c(O)c(C(=O)O)o1,IC50 = 16200,1.62E+04,-5.5,9.20E+04,7.58E+04,
CHEMBL215262,CC(C)c1cccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)c1,IC50 = 1800,1.80E+03,-5.6,7.77E+04,7.59E+04,
CHEMBL382995,O=C(O)[C@H]1CSCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50 = 1700,1.70E+03,-5.6,7.77E+04,7.60E+04,
CHEMBL183364,COc1ccc2c(C(=O)N(CC(=O)O)CC(=O)O)cccc2c1C(F)(F)F,IC50 = 900,9.00E+02,-5.6,7.77E+04,7.68E+04,
CHEMBL387310,Cc1c(-c2ccccn2)n(C2CCCCC2)c2ccc(C(=O)O)cc12,IC50 = 820,8.20E+02,-5.6,7.77E+04,7.69E+04,
CHEMBL212390,CCOc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1F,IC50 = 790,7.90E+02,-5.6,7.77E+04,7.69E+04,
CHEMBL180188,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 = 700,7.00E+02,-5.6,7.77E+04,7.70E+04,
CHEMBL382191,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3ccccc3N2)=C(O)[C@@H]1c1ccc(F)cc1,IC50 > 748,7.48E+02,-5.6,7.77E+04,7.70E+04,
CHEMBL1950240,COP(=O)(OC)OP(=O)(OC)OP(=O)(OC)OC[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(F)[C@@H]1O,IC50 = 15000,1.50E+04,-5.5,9.20E+04,7.70E+04,
CHEMBL181634,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2nccs2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 = 400,4.00E+02,-5.6,7.77E+04,7.73E+04,
CHEMBL366051,Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,IC50 = 460,4.60E+02,-5.6,7.77E+04,7.73E+04,
CHEMBL202494,CN1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S,IC50 = 30000,3.00E+04,-5.4,1.09E+05,7.90E+04,
CHEMBL177767,O=C(O)C(=O)CC(=O)C(c1ccccc1)c1ccccc1,IC50 > 50000,5.00E+04,-5.3,1.29E+05,7.91E+04,
CHEMBL215351,CCCC1(CCc2ccc(OC)cc2)CC(=O)CC(=O)O1,IC50 > 50000,5.00E+04,-5.3,1.29E+05,7.91E+04,
CHEMBL480143,C[C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,IC50 > 50000,5.00E+04,-5.3,1.29E+05,7.91E+04,
CHEMBL2236437,COc1cc(CSc2nc(-c3cccc(C(F)(F)F)c3)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 11000,1.10E+04,-5.5,9.20E+04,8.10E+04,
CHEMBL306299,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2cnc(N)nc21,IC50 = 46000,4.60E+04,-5.3,1.29E+05,8.31E+04,
CHEMBL607237,C[C@H]1CC[C@@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2nc(C(=O)O)cs2)CC1,IC50 = 5400,5.40E+03,-5.5,9.20E+04,8.66E+04,
CHEMBL196293,O=C(O)C(=O)/C=C(\O)c1ccsc1,IC50 = 4000,4.00E+03,-5.5,9.20E+04,8.80E+04,
CHEMBL182632,CCNc1ncnc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc12,IC50 = 2900,2.90E+03,-5.5,9.20E+04,8.91E+04,
CHEMBL381784,CC(C)(C)c1ccc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCC3)cc2)cc1,IC50 = 1500,1.50E+03,-5.5,9.20E+04,9.05E+04,
CHEMBL413358,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccc(Cl)cc2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 = 900,9.00E+02,-5.5,9.20E+04,9.11E+04,
CHEMBL4594122,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccccc1)CN=2,IC50 = 620,6.20E+02,-5.5,9.20E+04,9.14E+04,
CHEMBL202580,O=C1/C(=C/c2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 200,2.00E+02,-5.5,9.20E+04,9.18E+04,
CHEMBL4521216,O=c1/c(=C\c2ccc(F)cc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50 = 199.99,2.00E+02,-5.5,9.20E+04,9.18E+04,
CHEMBL198349,CCCC1(CC(=O)O)OCCc2c1sc1c(Cl)ccc(Cl)c21,IC50 = 140,1.40E+02,-5.5,9.20E+04,9.19E+04,
CHEMBL373786,N#Cc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 41,4.10E+01,-5.5,9.20E+04,9.20E+04,
CHEMBL380182,O=C(O)[C@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50 = 7900,7.90E+03,-5.4,1.09E+05,1.01E+05,
CHEMBL109448,O=C(O)c1occc(=O)c1O,IC50 = 51000,5.10E+04,-5.2,1.53E+05,1.02E+05,
CHEMBL73502,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)C[C@H]2O)c(=O)[nH]1,IC50 = 600,6.00E+02,-5.4,1.09E+05,1.08E+05,
CHEMBL373786,N#Cc1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c1,IC50 = 41,4.10E+01,-5.4,1.09E+05,1.09E+05,
CHEMBL180457,O=C(O)[C@H]1C[C@@H](C(=O)O)N(C(=O)c2ccc(Cl)c(Cl)c2)C1,IC50 = 12000,1.20E+04,-5.3,1.29E+05,1.17E+05,
CHEMBL197557,Cc1cc(C)c(/C(O)=C/C(=O)C(=O)O)s1,IC50 = 8200,8.20E+03,-5.3,1.29E+05,1.21E+05,
CHEMBL196621,O=C(O)C(=O)/C=C(\O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,IC50 = 6700,6.70E+03,-5.3,1.29E+05,1.22E+05,
CHEMBL2092825,C[C@H]1CC[C@H](N(C(=O)c2ccc(Oc3ccccc3)cc2)c2ncc(C(=O)O)s2)CC1,IC50 = 5000,5.00E+03,-5.3,1.29E+05,1.24E+05,
CHEMBL174910,CCCOc1ccccc1C(=O)CC(=O)C(=O)O,IC50 = 3900,3.90E+03,-5.3,1.29E+05,1.25E+05,
CHEMBL360800,O=C(O)[C@H]1C[C@@](Cc2ccccc2)(C(=O)O)N(C(=O)c2ccc(C(F)(F)F)cc2)[C@H]1c1ccccc1,IC50 = 1900,1.90E+03,-5.3,1.29E+05,1.27E+05,
CHEMBL202043,O=C1/C(=C/c2ccc(F)cc2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 1000,1.00E+03,-5.3,1.29E+05,1.28E+05,
CHEMBL203312,C#CCCCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,IC50 = 179,1.79E+02,-5.3,1.29E+05,1.29E+05,
CHEMBL2017859,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCCC5)c5n(c4c3)CCCc3nc[nH]c3-5)CCCC2)cc1,IC50  ,,-5.3,1.29E+05,1.29E+05,
CHEMBL381101,O=C1/C(=C/c2ccc(-c3cc(C(F)(F)F)ccc3Cl)o2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 100,1.00E+02,-5.3,1.29E+05,1.29E+05,
CHEMBL426298,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ncccn2)sc2c1CCC(C)(C)C2,IC50 = 50,5.00E+01,-5.3,1.29E+05,1.29E+05,
CHEMBL239976,COc1cccc2c1NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=NS2(=O)=O,IC50 = 17580,1.76E+04,-5.2,1.53E+05,1.35E+05,
CHEMBL382505,N#Cc1ccc(/C=C2\SC(=S)N(N)C2=O)cc1,IC50 = 7000,7.00E+03,-5.2,1.53E+05,1.46E+05,
CHEMBL109569,CCOC(=O)c1cc(=O)c(O)c(C(=O)O)o1,IC50 = 2250,2.25E+03,-5.2,1.53E+05,1.51E+05,
CHEMBL323046,CCOCc1cc(=O)c(O)c(C(=O)O)o1,IC50 = 800,8.00E+02,-5.2,1.53E+05,1.52E+05,
CHEMBL184447,COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)cccc2c1C(F)(F)F,IC50 = 1300,1.30E+03,-5.2,1.53E+05,1.52E+05,
CHEMBL4579787,O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50 = 539.51,5.40E+02,-5.2,1.53E+05,1.52E+05,
CHEMBL177701,CCOC(=O)c1nc2cc(C(=O)O)ccc2n1C1CCCCC1,IC50 = 62000,6.20E+04,-5,2.14E+05,1.52E+05,
CHEMBL216044,COc1ccc(CCC2(C3CCCC3)CC(=O)C(Sc3ccc(O)cc3)=C(O)O2)cc1Cl,IC50 = 130,1.30E+02,-5.2,1.53E+05,1.53E+05,
CHEMBL216863,Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)nc21,IC50 = 51,5.10E+01,-5.2,1.53E+05,1.53E+05,
CHEMBL4521216,O=c1/c(=C\c2ccc(F)cc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50 = 200,2.00E+02,-5.2,1.53E+05,1.53E+05,
CHEMBL262711,CCOC(=O)c1cc(=O)c(O)co1,IC50 > 100000,1.00E+05,-4.9,2.54E+05,1.54E+05,
CHEMBL307872,CO[C@]1(C)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,IC50 > 50000,5.00E+04,-5,2.14E+05,1.64E+05,
CHEMBL311635,CC[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,IC50 > 50000,5.00E+04,-5,2.14E+05,1.64E+05,
CHEMBL373014,NN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S,IC50 = 7000,7.00E+03,-5.1,1.81E+05,1.74E+05,
CHEMBL200616,CCCC1(CC(=O)O)OCCc2c1oc1c(Cl)ccc(Cl)c21,IC50 = 1490,1.49E+03,-5.1,1.81E+05,1.79E+05,
CHEMBL4112523,C[C@@]1(N)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1c1ccc2c(N)ncnn12,IC50 = 1100,1.10E+03,-5.1,1.81E+05,1.80E+05,
CHEMBL211336,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C(C)C)ccc3N2)c(O)c2cccnc21,IC50 = 3,3.00E+00,-5.1,1.81E+05,1.81E+05,
CHEMBL4637129,Cn1c(C2(NC(=O)c3ccc(NCC4CCCCC4)nc3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,IC50 > 5,5.00E+00,-5.1,1.81E+05,1.81E+05,
CHEMBL2236460,CCCCCSc1nc(-c2ccccc2C)c(C#N)c(=O)[nH]1,IC50 = 18000,1.80E+04,-5,2.14E+05,1.96E+05,
CHEMBL174836,O=C(O)c1ccc2c(c1)nc(-c1ccncc1)n2C1CCCCC1,IC50 = 17000,1.70E+04,-5,2.14E+05,1.97E+05,
CHEMBL377721,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccc([N+](=O)[O-])cc21,IC50 > 10000,1.00E+04,-5,2.14E+05,2.04E+05,
CHEMBL208803,O=C(O)[C@@H]1CCCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50 = 2000,2.00E+03,-5,2.14E+05,2.12E+05,
CHEMBL208595,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)Nc4cccc(C(=O)NCC(N)=O)c4)ccc3N2)c(O)c2cccnc21,IC50 = 43,4.30E+01,-5,2.14E+05,2.14E+05,
CHEMBL360543,CC(C)C[C@@]1(C(=O)O)C[C@H](C(=O)O)[C@H](c2ccccn2)N1C(=O)c1ccc(C(F)(F)F)cc1,IC50 = 700,7.00E+02,-5,2.14E+05,2.14E+05,
CHEMBL196447,N#CCCCOc1ccc(O)cc1/C(O)=C/C(=O)C(=O)O,IC50 = 110,1.10E+02,-5,2.14E+05,2.14E+05,
CHEMBL190945,CC(C)N(C)C(=O)Cn1c(-c2ccc(Cl)cc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 11,1.10E+01,-5,2.14E+05,2.14E+05,
CHEMBL4579787,O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50 = 540,5.40E+02,-5,2.14E+05,2.14E+05,
CHEMBL4462166,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50 = 490,4.90E+02,-5,2.14E+05,2.14E+05,
CHEMBL380333,CCCC1(CC(=O)O)CCCc2c1[nH]c1c(F)ccc(F)c21,IC50 > 33000,3.30E+04,-4.9,2.54E+05,2.21E+05,
CHEMBL208050,CCCC1(CC(=O)O)CCCc2c1[nH]c1ccc(Cl)cc21,IC50 > 33000,3.30E+04,-4.9,2.54E+05,2.21E+05,
CHEMBL175174,NC(=O)c1ccc2c(c1)nc(-c1ccccn1)n2C1CCCCC1,IC50 = 27000,2.70E+04,-4.9,2.54E+05,2.27E+05,
CHEMBL177410,CCCCOc1ccccc1C(=O)CC(=O)C(=O)O,IC50 = 10000,1.00E+04,-4.9,2.54E+05,2.44E+05,
CHEMBL184121,COc1ccc2ccccc2c1C(=O)NC(CC(=O)O)C(=O)O,IC50 > 10000,1.00E+04,-4.9,2.54E+05,2.44E+05,
CHEMBL366941,COc1ccc(CNC(=O)c2ccc3c(c2)nc(-c2ccccn2)n3C2CCCCC2)cc1OC,IC50 = 7000,7.00E+03,-4.9,2.54E+05,2.47E+05,
CHEMBL19332,O=C(O)C(=O)CC(=O)c1ccccc1,IC50 = 5700,5.70E+03,-4.9,2.54E+05,2.48E+05,
CHEMBL414855,CCC[C@@]1(CC(=O)O)OCCc2c1sc1c(C)cc(F)c(C#N)c21,IC50 = 5360,5.36E+03,-4.9,2.54E+05,2.48E+05,
CHEMBL165038,Cc1cc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)c(C)cc1Cl,IC50 = 5000,5.00E+03,-4.9,2.54E+05,2.49E+05,
CHEMBL179681,O=C(O)C(=O)CC(=O)c1ccsc1,IC50 = 4500,4.50E+03,-4.9,2.54E+05,2.49E+05,
CHEMBL4560888,O=c1/c(=C\c2ccc(F)cc2)sc2n1CN(c1ccccc1)CN=2,IC50 = 2200,2.20E+03,-4.9,2.54E+05,2.51E+05,
CHEMBL440573,O=C1/C(=C/c2ccc(Br)c(Br)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,IC50 = 200,2.00E+02,-4.9,2.54E+05,2.53E+05,
CHEMBL263976,Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)nc21,IC50 = 80,8.00E+01,-4.9,2.54E+05,2.54E+05,
CHEMBL4444480,COP(=O)(Nc1nc(-c2ccc(-c3cc4nc(C)cc(N)n4n3)cc2)sc1C(=O)O)c1ccc(C)cc1C,IC50 = 24.4,2.44E+01,-4.9,2.54E+05,2.54E+05,
CHEMBL386254,O=C1CC(=O)OC(CCc2ccc(O)cc2)(C2CCCC2)C1,IC50 = 8200,8.20E+03,-4.8,3.00E+05,2.92E+05,
CHEMBL4464682,COc1ccc(N2CN=c3s/c(=C/c4ccc(Cl)cc4)c(=O)n3C2)cc1,IC50 = 3530,3.53E+03,-4.8,3.00E+05,2.97E+05,
CHEMBL4560888,O=c1/c(=C\c2ccc(F)cc2)sc2n1CN(c1ccccc1)CN=2,IC50 = 2197.86,2.20E+03,-4.8,3.00E+05,2.98E+05,
CHEMBL4204763,CCCCCCN(C)C.CCCCCCN(C)C.CCCCCCN(C)C.CCCCCCN(C)C.C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,IC50 = 430,4.30E+02,-4.8,3.00E+05,3.00E+05,282
CHEMBL210158,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,IC50 = 2.4,2.40E+00,-4.8,3.00E+05,3.00E+05,
CHEMBL4462166,O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccc(Cl)cc1)CN=2,IC50 = 489.78,4.90E+02,-4.8,3.00E+05,3.00E+05,
CHEMBL3931793,CC1=C2Cn3c(c(C4CCCCC4)c4ccc(cc43)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C2=O)-c2ccc(F)cc21,IC50 = 38,3.80E+01,-4.8,3.00E+05,3.00E+05,
CHEMBL75667,C[C@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,IC50 > 50000,5.00E+04,-4.7,3.56E+05,3.06E+05,
CHEMBL2311161,C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,IC50 > 50000,5.00E+04,-4.7,3.56E+05,3.06E+05,
CHEMBL2236428,COc1cc(CSc2nc(-c3ccc(Cl)cc3Cl)c(C#N)c(=O)[nH]2)cc(OC)c1,IC50 = 34673.69,3.47E+04,-4.7,3.56E+05,3.21E+05,
CHEMBL323046,CCOCc1cc(=O)c(O)c(C(=O)O)o1,IC50 = 16200,1.62E+04,-4.7,3.56E+05,3.39E+05,
CHEMBL183772,Cc1ccc(CNc2ncnc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc23)cc1,IC50 = 9600,9.60E+03,-4.7,3.56E+05,3.46E+05,
CHEMBL480329,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@H]1O,IC50 = 8800,8.80E+03,-4.7,3.56E+05,3.47E+05,
CHEMBL364017,Cc1ccccc1-c1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)o1,IC50 = 3000,3.00E+03,-4.7,3.56E+05,3.53E+05,
CHEMBL207911,O=C(O)[C@@H]1CSCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1O,IC50 = 240,2.40E+02,-4.7,3.56E+05,3.55E+05,
CHEMBL4475793,O=c1/c(=C\c2ccc(Cl)cc2)sc2n1CN(c1ccccc1)CN=2,IC50 = 120,1.20E+02,-4.7,3.56E+05,3.56E+05,
CHEMBL386508,Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,IC50 = 16,1.60E+01,-4.7,3.56E+05,3.56E+05,
