NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
69,5,-8.3,2.651,5.72,1.585025107
69,6,-8.2,2.279,3.611,1.293549326
69,7,-8,2.573,3.955,0.977568265
69,8,-8,3.352,6.339,1.523218031
69,9,-7.9,3.825,7.677,1.293862484
70,1,-7.9,0,0,1.287883239
70,2,-7.9,1.528,1.889,1.205740277
70,3,-7.9,4.277,6.241,1.23922234
70,4,-7.8,2.714,3.549,1.202764093
70,5,-7.7,3.881,5.566,1.207069138
70,6,-7.7,2.874,5.206,1.059852571
70,7,-7.5,3.533,4.832,1.212182745
70,8,-7.4,3.295,4.326,1.382948412
70,9,-7.1,1.77,2.531,0.615559553
71,1,-7.9,0,0,0.939402353
71,2,-7.7,3.624,5.8,1.318281087
71,3,-7.6,4.131,6.696,1.482936474
71,4,-7.5,3.108,5.2,1.147126611
71,5,-7.4,3.11,4.552,1.535161591
71,6,-7.3,3.802,6.842,1.051367699
71,7,-7.1,3.943,6.798,1.648648049
71,8,-7.1,2.974,5.909,1.317503604
71,9,-7,2.575,5.281,1.352814661
72,1,-8.8,0,0,1.537009574
72,2,-8.6,2.758,5.349,1.849139333
72,3,-8.5,1.22,1.731,1.623393787
72,4,-7.8,3.305,5.903,1.484451414
72,5,-7.7,2.455,3.436,1.490618594
72,6,-7.7,4.121,7.025,1.272138154
72,7,-7.7,2.602,5.136,1.384372352
72,8,-7.5,2.669,4.825,1.761513424
72,9,-7.4,2.495,5.576,1.562316111
73,1,-8,0,0,1.382363136
73,2,-7.9,1.719,2.183,1.310672205
73,3,-7.8,2.567,5.261,1.111167104
73,4,-7.3,2.413,5.131,1.201966686
73,5,-6.9,4.118,7.026,1.247250194
73,6,-6.8,2.973,5.509,1.471538194
73,7,-6.8,3.873,6.724,1.323260249
73,8,-6.5,2.661,5.508,0.97145205
73,9,-6.1,2.304,3.112,1.380524464
74,1,-8.8,0,0,1.471164359
74,2,-8.7,2.147,5.269,1.659245676
74,3,-8.1,2.028,5.545,1.326806524
74,4,-8,3.744,6.288,1.376805614
74,5,-8,2.469,5.05,1.18981649
74,6,-7.9,3.723,7.096,1.568494334
74,7,-7.9,4.174,7.288,1.740705076
74,8,-7.7,1.929,4.833,0.700549719
74,9,-7.7,3.989,7.137,1.310345523
75,1,-7.9,0,0,1.265624627
75,2,-7.9,4.298,6.309,1.23681176
75,3,-7.9,1.597,1.991,1.066164369
75,4,-7.7,3.201,4.194,1.084620812
75,5,-7.7,2.638,4.428,0.813334162
75,6,-7.6,2.894,5.207,1.062144204
75,7,-7.3,3.21,4.487,1.165041897
75,8,-7.3,2.388,4.738,1.165149095
75,9,-7.1,1.75,2.358,1.310943564
76,1,-7.5,0,0,0.816035997
76,2,-7.3,2.886,4.143,1.635278383
76,3,-7.2,3.92,6.372,1.458070989
76,4,-7.1,3.726,6.719,1.047543781
76,5,-7,3.742,6.141,1.460260726
76,6,-6.7,3.198,4.464,1.32956897
76,7,-6.6,3.7,6.711,1.007670481
76,8,-6.6,2.01,5.13,1.165097934
76,9,-6.5,1.917,2.747,1.548859237
77,1,-7.5,0,0,1.388882255
77,2,-7.4,1.368,1.73,0.73181873
77,3,-7.3,2.228,4.966,1.242166574
77,4,-7.2,2.938,4.017,1.584734258
77,5,-7.2,3.522,5.744,1.44569611
77,6,-7.2,3.928,6.29,1.371048075
77,7,-7.1,3.514,5.81,1.398281516
77,8,-7,3.408,6.326,1.113985149
77,9,-6.8,2.013,4.662,0.826298752
78,1,-8.6,0,0,1.280500233
78,2,-8.5,2.165,5.249,1.605162888
78,3,-8.3,2.045,5.343,1.506733512
78,4,-7.9,3.702,6.347,1.274310067
78,5,-7.7,3.796,6.855,1.479979492
78,6,-7.7,1.927,4.376,1.04129178
78,7,-7.7,2.518,4.724,1.017218017
78,8,-7.6,2.415,5.152,1.346426857
78,9,-7.5,2.407,5.26,0.915885737
79,1,-8,0,0,1.348637237
79,2,-8,1.821,2.341,1.167104073
79,3,-7.9,2.896,3.716,1.135398644
79,4,-7.8,2.645,4.429,0.724494098
79,5,-7.7,3.825,5.598,1.22158829
79,6,-7.6,3.626,4.964,1.214384868
79,7,-7.4,1.763,4.528,1.491396269
79,8,-7.3,4.318,6.64,1.333166775
79,9,-7.2,3.373,4.74,1.230583585
80,1,-7.9,0,0,1.418848926
80,2,-7.8,2.959,4.045,1.291246881
80,3,-7.6,4.397,6.729,1.384240356
80,4,-7.5,3.398,5.129,1.351691121
80,5,-7.4,3.463,5.017,1.337283096
80,6,-7.3,3.683,6.02,1.060781394
80,7,-7.1,1.983,3.001,1.299438424
80,8,-7,3.7,5.629,1.231744577
80,9,-7,3.608,6.51,1.144735767
81,1,-8.6,0,0,1.566805172
81,2,-8.6,2.184,5.27,1.345783708
81,3,-8.4,2.516,5.635,1.685325953
81,4,-8.1,2.467,4.812,1.33520222
81,5,-7.9,1.276,2.15,1.443756967
81,6,-7.9,3.199,6.296,1.409770656
81,7,-7.8,4.004,7.987,1.550735709
81,8,-7.7,3.687,7.518,1.18836234
81,9,-7.3,2.762,5.148,1.113161733
82,1,-7.9,0,0,1.652309362
82,2,-7.8,3.296,4.688,0.940818804
82,3,-7.7,2.022,4.879,1.270325904
82,4,-7.4,3.722,6.517,1.100662802
82,5,-7.4,4.331,6.856,1.473983677
82,6,-7.2,4.048,6.422,0.954363376
82,7,-7.1,3.569,5.825,1.176178796
82,8,-7,2.144,3.236,1.01276251
82,9,-6.9,2.578,4.097,0.975409791
