NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
69,1,-9.1,0,0,1.336693043
69,2,-9.1,1.489,5.398,1.592515001
69,3,-9.1,2.222,5.296,1.182620507
69,4,-8.7,2.359,5.005,1.243857232
69,5,-8.6,4.445,7.226,1.125025057
69,6,-8.5,1.325,2.118,1.489492383
69,7,-8.4,1.143,2.067,0.991675065
69,8,-8.1,1.519,2.333,1.593680675
69,9,-8.1,3.468,6.448,1.559421215
70,1,-8.1,0,0,1.47803537
70,2,-7.8,1.924,2.706,1.059214288
70,3,-7.7,3.673,5.063,0.862074716
70,4,-7.7,1.604,2.267,1.147388409
70,5,-7.7,3.896,5.941,1.001458838
70,6,-7.6,2.908,5.811,1.045848997
70,7,-7.6,3.902,5.555,0.84912661
70,8,-7.5,3.567,4.7,0.801201465
70,9,-7.4,4.215,6.318,1.205851864
71,1,-8,0,0,1.624747592
71,2,-7.8,3.899,6.985,1.180472477
71,3,-7.7,4.073,7.059,1.136604827
71,4,-7.6,0.761,1.618,1.612939812
71,5,-7.4,4.004,7.081,1.310719366
71,6,-7.3,4.343,7.016,1.218569084
71,7,-7.2,2.727,4.819,1.596288731
71,8,-7.1,4.438,7.338,1.326714278
71,9,-7,2.428,3.434,1.530720066
72,1,-7.8,0,0,1.487225358
72,2,-7.8,2.665,5.065,1.422127164
72,3,-7.3,2.928,5.659,1.658040163
72,4,-7.3,4.586,6.638,1.523940788
72,5,-7.1,4.204,6.629,1.424693042
72,6,-6.9,4.912,7.162,1.787239689
72,7,-6.9,4.301,6.794,1.306293484
72,8,-6.8,4.278,5.886,1.495936198
72,9,-6.7,3.831,6,1.390381676
73,1,-8.2,0,0,1.050678625
73,2,-8.1,1.578,2.156,1.039433061
73,3,-8,2.804,5.063,1.116780012
73,4,-7.8,4.595,6.849,1.228025604
73,5,-7.2,1.617,4.708,1.288575013
73,6,-7.2,4.137,5.828,1.199057611
73,7,-7.1,4.635,6.882,1.40326706
73,8,-7,4.207,7.193,1.146049308
73,9,-6.7,4.28,7.631,1.216514888
74,1,-9.1,0,0,1.170012844
74,2,-9.1,2.161,5.168,1.185100277
74,3,-9,0.723,1.336,1.181475376
74,4,-8.6,4.403,7.05,1.243416136
74,5,-8.3,1.088,1.978,1.087982355
74,6,-8.3,3.498,6.598,1.583308415
74,7,-8.1,4.266,6.949,1.588053583
74,8,-8,1.259,2.06,1.351196755
74,9,-8,3.249,5.636,1.694007747
75,1,-8,0,0,1.507909301
75,2,-7.7,1.905,4.334,1.18054207
75,3,-7.6,4.025,5.695,0.835010349
75,4,-7.6,3.97,6.003,0.864891281
75,5,-7.5,4.207,6.274,1.090266173
75,6,-7.5,2.225,2.961,1.249999544
75,7,-7.4,1.725,2.321,1.425613152
75,8,-7.4,3.865,5.17,0.991314373
75,9,-7.2,3.042,5.946,0.938003709
76,1,-7.3,0,0,1.242868792
76,2,-7.3,4.012,7.049,1.438908954
76,3,-6.9,1.651,2.173,1.089812486
76,4,-6.8,1.766,4.585,1.325687674
76,5,-6.8,1.868,4.899,1.291344409
76,6,-6.6,4.124,6.898,1.430398068
76,7,-6.3,2.299,4.926,1.44318047
76,8,-6.3,3.733,6.277,1.47489299
76,9,-6.3,4.214,6.864,1.373365912
77,1,-8.2,0,0,1.60223444
77,2,-7.8,3.279,4.626,1.275431441
77,3,-7.6,3.989,6.931,0.919692763
77,4,-7.5,2.053,5.231,1.331407561
77,5,-7.5,4.07,7.003,1.023437234
77,6,-7.4,4.203,6.686,1.304189884
77,7,-7.4,2.721,4.887,1.512061464
77,8,-7.2,3.882,6.702,1.360352242
77,9,-7.2,4.082,6.539,1.041448717
78,1,-8.9,0,0,1.224053149
78,2,-8.8,2.208,5.163,1.300749084
78,3,-8.4,4.076,6.817,1.152822321
78,4,-8.1,1.994,5.356,1.551832473
78,5,-7.9,3.273,5.868,1.526497941
78,6,-7.7,3.912,7.124,1.509218825
78,7,-7.7,3.933,6.359,1.146229793
78,8,-7.5,4.349,6.578,1.515489073
78,9,-7.5,4.328,6.95,1.840294403
79,1,-8.1,0,0,1.526677346
79,2,-7.8,3.62,4.93,0.837506508
79,3,-7.8,1.937,2.83,1.142732109
79,4,-7.7,2.98,5.793,0.882345324
79,5,-7.7,3.855,5.871,0.971203008
79,6,-7.7,1.74,2.308,1.216591758
79,7,-7.6,3.631,4.76,0.81046308
79,8,-7.5,1.947,4.532,1.011660537
79,9,-7.4,3.848,5.431,1.007141666
80,1,-8,0,0,1.254572979
80,2,-8,3.216,4.61,1.587808942
80,3,-7.7,2.679,3.787,1.266323047
80,4,-7.6,3.783,6.058,0.99413493
80,5,-7.6,4.843,7.3,1.327181326
80,6,-7.5,2.282,4.234,1.184776617
80,7,-7.4,3.597,5.313,1.292840624
80,8,-7.3,4.003,5.821,1.047592779
80,9,-7.3,2.877,4.343,1.11518603
81,1,-9.3,0,0,1.278956319
81,2,-9.2,2.254,5.139,1.287111385
81,3,-8.9,1.652,5.446,1.341941497
81,4,-8.6,4.449,7.107,1.100618253
81,5,-8.6,0.924,1.62,1.081079154
81,6,-8.3,3.486,6.494,1.555993174
81,7,-8.1,2.269,5.783,1.524509101
81,8,-8.1,3.523,6.472,1.480881562
81,9,-7.9,3.827,6.947,1.220991684
82,1,-8.1,0,0,1.641293305
82,2,-7.7,1.38,2.073,1.099451791
82,3,-7.6,3.944,6.833,1.097011374
82,4,-7.6,4.004,6.899,1.07880385
82,5,-7.6,1.993,5.12,1.464889967
82,6,-7.5,3.831,5.885,0.857427384
82,7,-7.4,3.679,5.395,1.534342986
82,8,-7.2,4.355,7.013,1.261091799
82,9,-7.2,4.156,7.406,1.237822632
