NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
69,1,-8.8,0,0,1.07691572
69,2,-8.6,3.866,6.32,1.237348135
69,3,-8.5,1.186,2.022,1.13539809
69,4,-8.2,2.701,4.007,1.329261778
69,5,-8.1,2.449,5.939,1.860223573
69,6,-8,1.694,2.26,1.736003175
69,7,-8,4.49,6.599,1.654746579
69,8,-8,2.009,4.673,1.542398527
69,9,-7.9,3.83,7.334,1.482928165
70,1,-7.9,0,0,1.445087327
70,2,-7.7,2.066,2.634,1.461174907
70,3,-7.7,2.928,5.778,0.913313543
70,4,-7.5,1.928,4.615,1.389409654
70,5,-7.5,3.264,4.55,0.84500632
70,6,-7.4,4.344,6.431,1.579129396
70,7,-7.2,2.574,3.27,1.016795719
70,8,-7.2,2.514,4.884,0.858641101
70,9,-6.9,3.587,4.693,1.411569013
71,1,-7.7,0,0,1.494190553
71,2,-7.3,3.944,7.048,1.181034233
71,3,-7.3,1.168,1.709,0.888053804
71,4,-7.2,3.02,6.306,1.355775455
71,5,-7.2,4.066,7.454,1.478701102
71,6,-7.2,4.231,6.656,1.401055301
71,7,-7.1,3.973,7.225,1.446866712
71,8,-7,4.047,6.798,1.412167376
71,9,-6.9,4.376,7.125,1.312036562
72,1,-7.9,0,0,1.213149663
72,2,-7.4,4.617,6.596,1.699768362
72,3,-7.3,4.39,6.967,1.423637183
72,4,-7.3,4.437,6.407,1.517942187
72,5,-7.2,4.228,5.741,1.474980507
72,6,-7.2,3.573,6.129,1.680499314
72,7,-6.9,3.9,6.738,1.453381336
72,8,-6.8,4.89,6.961,1.672645109
72,9,-6.7,3.431,5.865,1.220754634
73,1,-8.4,0,0,0.945188043
73,2,-8,4.639,6.525,1.418265433
73,3,-7.8,4.155,6.322,1.240815547
73,4,-7.6,3.498,5.928,1.158242426
73,5,-7.3,4.214,6.995,1.208113317
73,6,-7.3,2.842,4.812,1.472786342
73,7,-7.1,3.35,4.499,1.361990853
73,8,-6.7,2.85,5.559,1.230728069
73,9,-6.7,4.431,7.386,1.248138378
74,1,-8.9,0,0,1.098399095
74,2,-8.6,3.743,6.234,1.336155914
74,3,-8.5,1.489,2.181,1.317948328
74,4,-8.3,3.827,7.351,1.250391147
74,5,-8.3,2.987,5.587,1.680784058
74,6,-8.1,2.062,4.741,1.591999657
74,7,-8.1,2.73,4.046,1.240811237
74,8,-8,1.671,2.136,1.63295255
74,9,-7.9,3.467,5.916,1.319521667
75,1,-7.8,0,0,1.349627049
75,2,-7.7,2.144,2.72,1.47111462
75,3,-7.6,3.1,4.083,0.888232995
75,4,-7.6,2.195,4.815,1.482292649
75,5,-7.6,3.273,4.572,0.856405762
75,6,-7.6,3.094,5.884,1.283033886
75,7,-7.5,4.615,6.378,1.100348354
75,8,-7.5,4.095,5.805,1.122961602
75,9,-7.3,4.572,6.619,1.205551772
76,1,-7.3,0,0,1.245624788
76,2,-7.2,3.594,6.545,1.165040101
76,3,-7.1,3.606,5.821,1.154389759
76,4,-7,2.641,5.596,1.200517133
76,5,-6.9,2.33,4.976,1.590675734
76,6,-6.9,3.665,5.824,1.355788298
76,7,-6.8,2.72,5.751,1.190328757
76,8,-6.8,3.998,6.243,1.304401994
76,9,-6.8,3.689,6.575,1.235141804
77,1,-7.5,0,0,1.206478389
77,2,-7.4,3.611,6.473,1.316074775
77,3,-7.2,3.483,6.462,0.887084438
77,4,-7.1,3.777,5.85,1.307704165
77,5,-6.9,3.672,6.57,0.945145283
77,6,-6.8,3.873,6.297,1.002642369
77,7,-6.7,3.478,5.981,1.215680946
77,8,-6.7,4.566,7.153,1.276562071
77,9,-6.6,3.745,6.609,1.161707617
78,1,-8.8,0,0,1.218215997
78,2,-8.4,3.717,6.265,1.154795011
78,3,-8.3,2.73,5.204,1.80076124
78,4,-8,3.938,7.493,1.662261306
78,5,-8,4.21,6.416,1.590614264
78,6,-7.9,2.167,5.337,1.584105093
78,7,-7.9,1.291,1.957,1.398609554
78,8,-7.8,2.847,4.132,1.251942957
78,9,-7.6,3.007,5.591,1.327578416
79,1,-7.9,0,0,1.29515127
79,2,-7.8,2.471,3.328,1.044576477
79,3,-7.8,1.277,1.985,1.104696519
79,4,-7.8,2.245,2.861,1.52391435
79,5,-7.6,2.83,5.634,1.064049893
79,6,-7.6,4.457,6.552,1.446044826
79,7,-7.5,3.919,5.697,1.006672815
79,8,-7.5,3.407,4.672,0.814823106
79,9,-7.4,3.714,4.921,1.531650328
80,1,-7.6,0,0,1.277070184
80,2,-7.3,3.458,6.496,1.171449085
80,3,-7.2,3.903,6.063,1.320217157
80,4,-7.1,3.433,5.269,1.107706231
80,5,-7,3.782,6.242,1.250338348
80,6,-6.9,3.575,6.088,1.267739989
80,7,-6.8,4.134,6.524,1.122797862
80,8,-6.7,3.412,5.568,1.118513062
80,9,-6.4,3.801,6.457,1.33026258
81,1,-8.8,0,0,1.18869415
81,2,-8.6,3.875,6.334,1.214330054
81,3,-8.5,1.452,2.172,1.375331597
81,4,-8.3,3.843,7.421,1.456445897
81,5,-8,3.131,5.771,1.570251756
81,6,-8,2.065,4.733,1.485581832
81,7,-7.8,2.732,3.907,1.2511248
81,8,-7.8,2.006,5.134,1.428482549
81,9,-7.7,4.565,8.06,1.579378951
82,1,-7.7,0,0,1.471091934
82,2,-7.6,1.374,2.008,1.426101418
82,3,-7.3,4.015,7.196,1.228307897
82,4,-7.2,2.666,5.082,1.626288333
82,5,-7.2,3.043,5.747,1.343058795
82,6,-7.2,3.811,5.897,0.950151816
82,7,-7.2,3.967,6.881,1.08204617
82,8,-6.9,2.299,5.553,1.482277962
82,9,-6.8,2.464,5.813,1.505923992
