NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
69,9,-7.8,4.961,7.612,1.573899681
70,1,-8,0,0,1.080549423
70,2,-7.7,3.09,5.966,1.048313742
70,3,-7.4,3.46,4.844,1.198479024
70,4,-7.3,4.021,5.931,1.176000342
70,5,-7.3,1.918,4.533,1.333354481
70,6,-7.3,3.638,4.965,1.205687465
70,7,-7.2,4.16,5.598,1.078886842
70,8,-7.2,3.081,5.527,1.334106953
70,9,-7,3.576,5.377,0.839063069
71,1,-8,0,0,1.315417721
71,2,-7.4,4.101,7.096,1.434669089
71,3,-7.4,4.23,6.836,1.6348675
71,4,-7.3,3.173,6.243,1.268479319
71,5,-7.3,4.078,6.421,1.430099701
71,6,-7.2,4.164,6.779,1.474052868
71,7,-7.2,4.246,7.445,1.387401265
71,8,-7.1,4.307,7.003,1.582177668
71,9,-6.8,2.231,3.075,1.447216782
72,1,-8.6,0,0,1.59461924
72,2,-8.3,2.84,5.291,1.472055685
72,3,-7.6,2.321,3.133,1.555271111
72,4,-7.6,3.049,5.412,1.551051473
72,5,-7.6,2.348,4.955,1.843099698
72,6,-7.5,1.428,1.733,1.597030423
72,7,-7.2,5.043,7.965,1.341076215
72,8,-7.1,2.506,4.514,1.762756459
72,9,-7.1,3.981,6.842,1.329959765
73,1,-8.7,0,0,1.028847412
73,2,-8.5,2.527,5.055,1.383861207
73,3,-8.3,1.638,4.975,1.015415239
73,4,-7.7,1.894,2.85,1.348708729
73,5,-7.7,4.727,7.612,1.271886161
73,6,-7.3,4.717,7.662,1.157054813
73,7,-7.3,3.404,6.027,1.333169629
73,8,-7.2,1.883,2.64,1.11551598
73,9,-7.1,4.678,7.481,1.16116165
74,1,-9.1,0,0,1.437261799
74,2,-9,2.255,5.277,1.664726638
74,3,-8.4,3.275,5.944,1.217290233
74,4,-8.2,1.921,2.624,1.454432727
74,5,-8.2,2.453,4.951,1.52591079
74,6,-8.1,4.21,6.81,1.138706896
74,7,-8.1,1.518,2.263,1.739010219
74,8,-8.1,1.316,2.09,1.771451651
74,9,-8.1,3.849,7.237,1.547978163
75,1,-8.1,0,0,1.07551212
75,2,-7.8,2.98,5.863,1.047798075
75,3,-7.5,3.965,5.863,1.209665695
75,4,-7.5,3.603,4.908,1.20910775
75,5,-7.4,3.703,5.452,1.103917442
75,6,-7.2,3.103,5.585,1.332567259
75,7,-7,3.917,5.802,0.858724603
75,8,-6.8,3.555,6.273,1.355428862
75,9,-6.8,3.962,6.371,0.840859989
76,1,-7.1,0,0,1.36365743
76,2,-7.1,3.309,4.798,1.259731859
76,3,-6.9,3.586,5.944,1.410065443
76,4,-6.7,2.749,4.239,1.222562944
76,5,-6.6,3.45,4.948,0.982406205
76,6,-6.3,2.169,3.784,1.205550098
76,7,-6.3,4.001,6.193,1.401626924
76,8,-6.3,4.126,6.757,0.917077617
76,9,-6.3,2.201,3.559,1.505937459
77,1,-8.1,0,0,1.248700205
77,2,-7.6,1.35,2.17,1.204319199
77,3,-7.4,4.198,6.706,1.439511261
77,4,-7.3,0.916,1.508,1.544248663
77,5,-7.3,3.447,5.464,1.213087428
77,6,-7.1,4.113,7.066,1.366853105
77,7,-7,4.077,6.571,1.192874478
77,8,-7,2.107,5.172,0.897539848
77,9,-7,3.325,5.488,1.038132962
78,1,-9.1,0,0,1.351749969
78,2,-9.1,2.14,5.318,1.363167429
78,3,-8.8,2.01,5.21,1.563081801
78,4,-8.7,1.874,2.484,1.199886577
78,5,-8.4,3.201,5.862,1.294806376
78,6,-8.2,4.224,6.836,1.230696779
78,7,-8,1.953,2.954,1.345701905
78,8,-7.7,2.674,3.741,1.243136329
78,9,-7.7,2.11,5.236,1.319368198
79,1,-8.1,0,0,1.321746816
79,2,-7.8,2.986,5.82,1.098224018
79,3,-7.5,2.06,2.989,0.913870992
79,4,-7.5,3.72,5.333,1.156411552
79,5,-7.5,3.536,4.937,1.211160922
79,6,-7.4,3.437,4.589,1.172276803
79,7,-7.2,3.106,5.422,1.147872088
79,8,-7.2,3.655,6.173,1.149383057
79,9,-7,4.03,6.503,0.961775323
80,1,-8.1,0,0,1.47437127
80,2,-8.1,3.305,5.172,1.155364735
80,3,-7.7,4.099,7.075,1.225762683
80,4,-7.7,1.384,2.293,0.942715391
80,5,-7.6,4.136,6.694,1.340839589
80,6,-7.4,4.14,7.086,1.081649165
80,7,-7.3,4.311,6.767,1.198435312
80,8,-7.3,4.06,6.54,1.062426848
80,9,-7.2,2.415,5.576,1.151853406
81,1,-9.1,0,0,1.556730673
81,2,-9.1,2.328,5.292,1.316140095
81,3,-8.6,0.861,1.568,1.5338749
81,4,-8.5,2.528,5.066,1.325222352
81,5,-8.5,1.609,5.461,1.313615238
81,6,-8.3,3.448,6.75,1.385189638
81,7,-8.2,2.592,5.334,1.32041622
81,8,-8,1.183,1.646,1.48013916
81,9,-8,4.352,7.132,1.36322899
82,1,-8.1,0,0,1.368868961
82,2,-7.8,3.463,5.019,1.597325172
82,3,-7.7,1.409,1.974,1.643153068
82,4,-7.7,3.608,5.614,1.251195314
82,5,-7.4,3.9,5.983,1.474676551
82,6,-7.3,4.48,7.565,1.498038485
82,7,-7.2,3.984,6.894,1.356887505
82,8,-7.2,2.238,3.176,1.474247845
82,9,-7.1,4.009,6.937,1.450516942
