NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
69,8,-7.7,1.307,2.275,1.701316846
69,9,-7.5,4.151,6.663,1.242486335
70,1,-7.9,0,0,1.355169841
70,2,-7.7,3.004,5.902,1.032024926
70,3,-7.6,1.965,2.471,1.466514707
70,4,-7.5,3.274,4.558,0.992923738
70,5,-7.5,3.922,5.643,1.041378962
70,6,-7.4,3.535,4.671,1.188435735
70,7,-7.3,4.144,6.239,1.205037327
70,8,-7.2,3.173,4.23,0.835318458
70,9,-7.2,3.053,4.056,0.864819891
71,1,-7.2,0,0,1.064754488
71,2,-7,2.949,4.775,1.458540624
71,3,-7,3.509,6.478,0.928084098
71,4,-7,2.004,3.699,1.093449143
71,5,-7,2.212,4.966,1.422853556
71,6,-6.9,2.181,2.961,1.318156031
71,7,-6.9,2.015,4.637,1.479331628
71,8,-6.8,2.382,4.425,1.444297047
71,9,-6.6,3.355,5.029,1.191799101
72,1,-7.9,0,0,1.495625014
72,2,-7.5,4.083,6.813,1.4747598
72,3,-7.5,4.477,6.471,1.721851102
72,4,-7.3,2.886,4.838,1.460996474
72,5,-7.3,1.967,4.749,1.7458834
72,6,-7.2,3.363,6.039,1.676143407
72,7,-7.1,2.773,5.449,1.690437782
72,8,-6.9,3.845,5.054,1.636730491
72,9,-6.9,2.134,5.2,1.743202803
73,1,-8.3,0,0,1.031040169
73,2,-7.9,0.925,1.569,1.032366649
73,3,-7.9,4.331,6.503,1.337526241
73,4,-7.5,3.601,6.1,1.170765164
73,5,-7.4,1.836,2.568,1.00662953
73,6,-7.4,2.317,4.871,1.238363435
73,7,-7.3,2.134,3.324,1.026386525
73,8,-7.3,2.855,4.827,1.397108185
73,9,-7.1,4.686,6.302,1.31389211
74,1,-8.7,0,0,1.098670359
74,2,-8.4,3.828,6.453,1.396084998
74,3,-8.2,3.862,7.416,1.35679088
74,4,-8,3.558,6.374,1.690425102
74,5,-7.4,3.249,4.663,1.19413704
74,6,-7.4,3.724,6.955,1.41610056
74,7,-7.3,3.685,5.659,1.098884144
74,8,-7.3,3.585,6.259,1.573930287
74,9,-7.2,4.207,7.471,1.548181963
75,1,-7.7,0,0,1.446821287
75,2,-7.5,3.281,4.599,0.852974616
75,3,-7.5,2.042,2.573,1.476799358
75,4,-7.5,3.029,3.933,1.019790984
75,5,-7.4,2.138,4.713,1.654209112
75,6,-7.4,4.556,6.347,1.085303837
75,7,-7.2,4.017,5.749,0.760930831
75,8,-7.1,3.148,4.214,1.185270701
75,9,-7.1,3.269,4.222,0.841028596
76,1,-7.2,0,0,1.045799156
76,2,-7,2.27,3.067,1.363928796
76,3,-7,3.384,6.426,1.021567397
76,4,-6.9,3.506,5.173,1.23361886
76,5,-6.8,3.533,6.509,1.191922542
76,6,-6.7,1.784,4.883,1.15596501
76,7,-6.7,1.771,4.618,1.11898064
76,8,-6.7,2.819,4.841,1.121460962
76,9,-6.6,2.5,4.478,1.178344033
77,1,-7.4,0,0,0.908633484
77,2,-7.3,2.846,5.396,1.315996689
77,3,-7.2,3.639,6.425,1.055857435
77,4,-7.2,3.905,6.107,1.271732067
77,5,-7.1,3.507,6.459,1.024750402
77,6,-7,3.761,5.831,1.247636431
77,7,-7,4.226,5.875,1.326599373
77,8,-6.7,3.475,5.734,1.391773502
77,9,-6.7,3.215,5.886,1.147009964
78,1,-8.8,0,0,1.207159964
78,2,-8.6,1.166,1.677,1.556463011
78,3,-8.5,3.771,6.262,1.125837727
78,4,-8.3,2.804,5.284,1.857473953
78,5,-8,3.938,7.508,1.606615365
78,6,-7.9,1.822,2.514,1.329050269
78,7,-7.9,1.637,2.256,1.562410184
78,8,-7.7,3.118,5.855,1.541933552
78,9,-7.7,2.809,4.169,1.384325966
79,1,-8,0,0,1.400406571
79,2,-7.8,1.354,1.857,1.072408961
79,3,-7.7,2.748,3.6,0.84919334
79,4,-7.6,3.016,5.799,1.290809338
79,5,-7.6,3.085,4.299,0.811448468
79,6,-7.4,4.196,6.24,1.213654431
79,7,-7.4,2.034,2.664,1.534082919
79,8,-7.1,4.278,6.288,1.223862364
79,9,-7,4.18,6.443,1.222802569
80,1,-7.3,0,0,1.145203705
80,2,-7.3,2.934,5.399,1.244514095
80,3,-7.3,3.848,5.633,1.181387759
80,4,-7.3,3.346,5.882,1.348960276
80,5,-6.9,3.669,5.897,1.082021525
80,6,-6.9,3.752,5.777,1.360272506
80,7,-6.8,1.305,1.688,1.199138628
80,8,-6.7,3.844,5.101,1.290508627
80,9,-6.6,4.111,5.624,0.955281552
81,1,-8.9,0,0,1.175093109
81,2,-8.7,3.849,6.304,1.281979706
81,3,-8.3,1.885,2.286,1.180362326
81,4,-8.3,3.003,5.642,1.560910409
81,5,-8.1,1.804,2.513,1.716629893
81,6,-8,2.617,3.763,1.237533271
81,7,-7.9,3.278,5.878,1.213839664
81,8,-7.9,2.397,3.261,1.230256319
81,9,-7.8,2.003,4.597,1.537594742
82,1,-7.4,0,0,1.323657675
82,2,-7.3,2.984,5.527,1.337318858
82,3,-7.2,3.566,6.342,1.114493262
82,4,-7.1,3.412,6.379,1.082242339
82,5,-7.1,3.918,6.021,1.174978656
82,6,-6.8,3.592,6.039,1.13728947
82,7,-6.8,2.304,5.369,1.477452666
82,8,-6.8,3.497,6.343,1.565448044
82,9,-6.8,2.073,4.833,1.561193389
