NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
61,9,-6.9,2.804,3.804,1.539049511
62,1,-7.9,0,0,1.139706801
62,2,-7.2,4.287,6.754,1.572621593
62,3,-7.1,2.962,5.28,1.230357416
62,4,-7.1,3.086,5.097,1.02204403
62,5,-7.1,3.714,5.681,1.39679046
62,6,-7,4.187,7.073,1.052034162
62,7,-6.7,4.171,7.11,1.381720205
62,8,-6.5,2.686,5.576,1.276081761
62,9,-6.5,2.474,5.202,1.021483728
63,1,-8.1,0,0,1.14750358
63,2,-8,3.623,5.701,1.184559074
63,3,-7.7,0.949,1.553,0.87683103
63,4,-7.6,4.294,7.027,1.403610573
63,5,-7.6,4.261,7.163,1.161269424
63,6,-7.4,4.369,7.122,1.422880714
63,7,-7.4,2.868,5.848,1.107548409
63,8,-7.3,3.532,5.503,1.392133274
63,9,-7.2,4.324,6.964,1.207872894
64,1,-9.2,0,0,1.423658293
64,2,-8.9,1.28,2.028,1.6554003
64,3,-8.9,2.112,5.237,1.622412857
64,4,-8.6,2.096,5.277,1.455600074
64,5,-8.4,2.511,5.024,1.11079461
64,6,-7.9,1.9,4.449,0.767119085
64,7,-7.9,2.14,4.835,1.038125597
64,8,-7.9,4.208,7.274,1.426010953
64,9,-7.8,1.247,2.284,1.718933643
65,1,-8.8,0,0,0.973096348
65,2,-8.4,1.651,2.031,1.118986053
65,3,-8,3.617,5.008,1.223754553
65,4,-8,1.954,4.167,0.615003396
65,5,-7.8,4.032,6.139,1.320840206
65,6,-7.8,3.541,5.174,1.001238869
65,7,-7.6,3.152,5.916,1.279727149
65,8,-7.3,3.828,5.847,0.536932467
65,9,-7.3,4.053,6.666,1.198241321
66,1,-8.1,0,0,1.074084338
66,2,-7.8,3.773,5.865,1.223972367
66,3,-7.6,4.006,7.197,1.206083592
66,4,-7.6,4.18,6.915,1.400748372
66,5,-7.2,3.213,5.407,1.218268563
66,6,-7.1,3.873,6.83,1.313899947
66,7,-7.1,1.368,2.266,1.556087085
66,8,-7,3.918,7.031,1.025790395
66,9,-6.9,2.687,4.882,1.433365757
67,1,-8.1,0,0,0.926197899
67,2,-7.6,3.748,5.796,1.418878126
67,3,-7.6,2.951,5.551,1.362634641
67,4,-7.5,4.342,7.231,1.306363143
67,5,-7.3,2.776,5.948,1.201642562
67,6,-7.2,4.138,6.654,1.564319106
67,7,-7.1,4.384,6.882,1.51688396
67,8,-6.8,4.168,6.837,0.995126724
67,9,-6.8,1.831,2.465,1.574281732
68,1,-8.3,0,0,1.347120519
68,2,-8.2,2.334,4.875,0.753764686
68,3,-7.4,3.51,5.696,1.18847781
68,4,-7.3,2.323,5.139,1.180310999
68,5,-7.2,4.145,6.933,1.394687099
68,6,-7.2,4.601,6.692,1.281494685
68,7,-7.1,1.648,2.228,1.466275785
68,8,-6.9,4.006,5.665,1.448296712
68,9,-6.8,2.956,5.425,1.16366893
69,1,-9,0,0,1.271165553
69,2,-9,2.211,5.342,1.365130523
