NO.Compounds,No.conformation,affinity(kcal/mol),rmsd l.b.,rmsd u.b.,rmsd_from_initial
68,6,-7.6,5.03,7.251,1.012820593
68,7,-7.4,4.035,7.01,1.451775497
68,8,-7.2,3.651,5.859,1.04958126
68,9,-7.1,2.797,5.522,1.27408801
69,1,-9.1,0,0,1.200396711
69,2,-8.8,3.924,6.528,1.338496364
69,3,-8.5,2.58,5.866,1.611209889
69,4,-8.2,3.858,7.308,1.437105326
69,5,-8.1,3.051,5.827,1.371325783
69,6,-7.7,2.325,5.35,1.568118921
69,7,-7.7,3.446,6.123,1.219021239
69,8,-7.6,2.714,5.179,1.224839533
69,9,-7.4,3.026,5.503,0.89946248
70,1,-8.5,0,0,1.136694122
70,2,-8.3,3.391,4.946,1.343516227
70,3,-8.3,2.388,3.087,1.222465762
70,4,-8,2.14,3.084,0.833802959
70,5,-7.9,3.848,5.735,1.185921485
70,6,-7.8,4.167,6.281,1.193969684
70,7,-7.6,3.365,5.357,0.877516325
70,8,-7.6,3.476,5.189,1.210974926
70,9,-7.3,1.39,1.906,0.960089237
71,1,-8,0,0,1.265652474
71,2,-7.6,3.947,6.999,1.223391234
71,3,-7.5,0.568,1.575,1.379129906
71,4,-7.4,4.231,6.832,1.580207412
71,5,-7.2,4.041,7.448,1.644325867
71,6,-7,4.447,6.935,1.151493454
71,7,-6.9,3.568,5.853,1.163615595
71,8,-6.8,3.14,5.369,1.306877197
71,9,-6.8,3.245,5.278,1.584012665
72,1,-8.3,0,0,1.759881335
72,2,-7.8,5.169,6.997,1.301997103
72,3,-7.8,4.472,6.497,1.532498963
72,4,-7.8,3.265,5.756,1.487304566
72,5,-7.5,4.338,6.968,1.461098809
72,6,-7.2,4.752,7.26,1.615258048
72,7,-7.1,4.833,6.462,1.521577873
72,8,-6.9,2.385,4.912,1.601072507
72,9,-6.9,5.233,7.887,1.560350595
73,1,-8.6,0,0,1.461964984
73,2,-7.9,2.742,5.441,1.351168674
73,3,-7.8,4.622,6.89,1.204064235
73,4,-7.6,1.839,2.427,1.326251404
73,5,-7.5,2.028,4.951,1.149788803
73,6,-7.3,4.711,6.709,0.919743847
73,7,-7.1,4.209,7.157,1.327451447
73,8,-7,4.041,5.622,1.38544687
73,9,-6.9,3.332,5.715,1.167019297
74,1,-9.1,0,0,1.43712144
74,2,-8.9,3.9,6.466,1.228227506
74,3,-8.9,1.336,2.093,1.680214367
74,4,-8.9,0.668,1.669,1.415248581
74,5,-8.4,3.752,7.196,1.607224469
74,6,-8.3,3.087,5.9,1.259193632
74,7,-8.2,2.489,5.833,1.685811726
74,8,-8.2,1.584,2.221,1.805247197
74,9,-7.8,3.417,6.022,1.128213238
75,1,-8.4,0,0,1.109838605
75,2,-8.2,3.716,5.44,1.214478955
75,3,-8,1.91,4.652,1.28726376
75,4,-8,3.184,5.544,0.986639088
75,5,-7.9,4.217,6.338,1.195232714
75,6,-7.9,3.349,6.124,1.457205942
75,7,-7.7,3.931,6.503,1.308377179
75,8,-7.7,4.044,5.983,1.474578965
75,9,-7.6,3.38,5.353,1.010707304
76,1,-7.9,0,0,1.251086583
76,2,-7.8,3.819,6.778,1.145225346
76,3,-7.7,3.992,7.051,1.22540716
76,4,-7.4,4.227,6.745,1.35826092
76,5,-7.3,4.089,6.541,1.279669495
76,6,-7.2,1.37,2.014,1.600252423
76,7,-7,4.119,7.368,1.352658516
76,8,-6.8,4.114,7.288,1.219686143
76,9,-6.8,3.762,6.132,1.147209619
77,1,-8,0,0,1.217442953
77,2,-7.6,1.215,1.623,1.172058672
77,3,-7.3,4.071,7.054,1.190726406
77,4,-7.2,4.117,6.637,1.381541805
77,5,-7.1,4.326,6.979,1.392052373
77,6,-7.1,4.544,7.253,1.407624461
77,7,-7,3.805,5.421,1.271659979
77,8,-6.9,2.597,5.534,0.875606243
77,9,-6.8,1.838,2.612,1.503441516
78,1,-9.1,0,0,1.218601659
78,2,-8.8,3.914,6.455,1.365885047
78,3,-8.3,2.435,5.808,1.693364416
78,4,-8.1,1.687,2.133,1.529776706
78,5,-8.1,2.376,3.393,1.130884364
78,6,-8.1,4.309,6.701,1.354249965
78,7,-7.8,3.32,6.019,1.217141592
78,8,-7.7,2.447,5.784,1.588238873
78,9,-7.6,2.664,5.001,1.130896838
79,1,-8.5,0,0,1.181657976
79,2,-8.5,3.36,4.842,1.350225147
79,3,-8.3,2.215,2.829,1.359466363
79,4,-8.1,3.123,5.869,1.206684742
79,5,-8,3.999,6.119,1.214656834
79,6,-8,3.325,5.342,0.882122218
79,7,-8,1.899,4.709,1.213505451
79,8,-7.9,1.264,1.929,1.259294056
79,9,-7.8,1.707,2.362,0.993763102
80,1,-7.9,0,0,1.290793485
80,2,-7.7,3.997,7.015,1.290185913
80,3,-7.5,4.191,6.659,1.399322417
80,4,-7.3,3.307,4.909,1.518627331
80,5,-7.3,4.081,6.604,1.171180159
80,6,-7.2,4.117,7.22,1.468781378
80,7,-7.2,4.501,7.167,1.180646281
80,8,-7.1,3.796,5.385,1.146763047
80,9,-7.1,4.215,6.783,1.05220732
81,1,-8.9,0,0,1.256126977
81,2,-8.7,3.777,6.422,1.315258802
81,3,-8.6,0.847,1.663,1.515644654
81,4,-8.5,3.836,7.408,1.47356056
81,5,-8.2,2.44,5.527,1.527761171
81,6,-8.1,3.017,5.821,1.322113636
81,7,-8.1,1.844,2.567,1.495798777
81,8,-7.9,4.412,6.503,1.793290945
81,9,-7.6,3.306,6.037,1.276189324
82,1,-8.1,0,0,1.220078206
82,2,-7.7,1.32,2.135,1.400243463
82,3,-7.3,3.423,4.83,1.499884003
82,4,-7.3,4.215,6.641,1.503744592
82,5,-7.3,3.842,5.805,1.372155914
82,6,-7.3,4.021,6.937,1.170354854
82,7,-7.1,2.177,4.928,1.173799818
82,8,-7.1,1.453,2.131,1.462697944
82,9,-7,4.146,6.583,1.383913858
