60	4	-8.3	3.259	4.835
60	5	-8.3	2.031	2.399
60	6	-8.3	3.878	4.692
60	7	-8.1	2.722	8.445
60	8	-8.1	4.084	5.541
60	9	-8.1	2.928	8.325
61	1	-8.4	0	0
61	2	-8.3	2.171	2.457
61	3	-8.2	3.221	4.915
61	4	-8.2	4.141	5.279
61	5	-8.1	3.709	7.351
61	6	-8.1	4.057	5.533
61	7	-8.1	3.572	5.062
61	8	-8.1	2.981	8.305
61	9	-8	3.946	7.477
62	1	-9	0	0
62	2	-8.9	1.406	1.727
62	3	-8.8	2.742	8.439
62	4	-8.8	1.876	2.706
62	5	-8.7	2.943	8.475
62	6	-8.5	3.138	5.821
62	7	-8.4	2.992	8.426
62	8	-8.3	2.615	5.446
62	9	-8.1	3.268	8.139
63	1	-9.1	0	0
63	2	-8.9	1.48	1.729
63	3	-8.8	2.886	8.232
63	4	-8.7	1.854	2.698
63	5	-8.7	2.76	8.437
63	6	-8.6	3.406	8.205
63	7	-8.5	2.985	8.373
63	8	-8.5	1.68	2.167
63	9	-8.5	3.137	5.827
64	1	-8.4	0	0
64	2	-8.3	3.367	4.939
64	3	-8.2	3.299	8.391
64	4	-8.2	3.51	5.015
64	5	-8.2	3.286	4.975
64	6	-8	2.958	8.289
64	7	-8	2.869	8.626
64	8	-8	1.792	2.294
64	9	-7.8	3.781	7.442
65	1	-8.5	0	0
65	2	-8.3	3.169	8.438
65	3	-8.2	2.966	8.327
65	4	-8.2	3.196	4.828
65	5	-8.1	4.416	5.502
65	6	-8.1	2.827	8.68
65	7	-8.1	3.525	5.029
65	8	-7.9	1.523	2.212
65	9	-7.9	3.784	7.528
66	1	-9.6	0	0
66	2	-9.4	1.496	2.015
66	3	-9.1	1.506	1.637
66	4	-9.1	2.564	8.064
66	5	-8.9	2.858	6.302
66	6	-8.8	3.182	7.715
66	7	-8.6	1.558	2.071
66	8	-8.6	2.014	5.796
66	9	-8.6	2.89	8.272
67	1	-9.1	0	0
67	2	-8.8	1.344	1.72
67	3	-8.8	1.866	2.671
67	4	-8.6	1.589	2.061
67	5	-8.5	3.108	5.801
67	6	-8.4	2.987	8.403
67	7	-8.4	3.811	8.232
67	8	-8.4	3.706	8.526
67	9	-8.3	4.098	8.538
68	1	-9.1	0	0
68	2	-8.8	1.856	2.681
68	3	-8.7	2.901	8.186
68	4	-8.6	2.753	8.437
68	5	-8.5	1.658	2.145
68	6	-8.4	3.701	8.3
68	7	-8.3	2.631	5.705
68	8	-8.3	3.241	8.088
68	9	-8.2	3.653	7.985
69	1	-8.4	0	0
69	2	-8.3	3.29	5.061
69	3	-8.3	2.877	8.232
69	4	-8.1	3.306	8.29
69	5	-8.1	4.372	5.45
69	6	-8	0.993	1.412
69	7	-8	3.285	4.858
69	8	-7.9	3.618	7.327
69	9	-7.8	3.301	8.103
70	1	-8.4	0	0
70	2	-8.1	3.29	5.01
70	3	-8.1	3.305	8.349
70	4	-8.1	3.447	4.968
70	5	-8	2.942	8.255
70	6	-7.9	1.896	2.547
70	7	-7.8	2.664	3.343
70	8	-7.6	1.677	2.179
70	9	-7.5	4.54	7.911
71	1	-8	0	0
71	2	-7.9	2.331	4.76
71	3	-7.9	2.28	4.822
71	4	-7.8	3.802	7.7
71	5	-7.8	2.857	8.334
71	6	-7.6	3.575	7.725
71	7	-7.6	2.18	2.587
71	8	-7.5	3.169	7.568
71	9	-7.5	4.45	7.922
72	1	-8	0	0
72	2	-8	3.388	7.405
72	3	-7.9	3.384	7.411
72	4	-7.8	2.446	8.116
72	5	-7.7	4.144	5.375
72	6	-7.6	3.188	4.67
72	7	-7.5	3.349	5.726
72	8	-7.4	4.045	7.35
72	9	-7.4	2.313	2.864
73	1	-8.8	0	0
73	2	-8.6	1.883	2.611
73	3	-8.4	3.64	4.68
73	4	-8.3	2.817	8.302
73	5	-8.3	1.557	2.21
73	6	-8.3	4.396	6.02
73	7	-8.3	3.125	8.487
73	8	-8.3	4.591	6.675
73	9	-8	2.148	2.846
74	1	-8.8	0	0
74	2	-8.6	1.886	2.628
74	3	-8.4	3.613	4.628
74	4	-8.3	2.808	8.292
74	5	-8.3	3.111	8.47
74	6	-8.3	1.552	2.212
74	7	-8.2	3.835	5.531
74	8	-8	3.389	8.239
74	9	-8	4.542	7.342
75	1	-8	0	0
75	2	-7.9	3.94	7.655
75	3	-7.9	2.334	4.819
75	4	-7.9	2.848	8.229
75	5	-7.9	2.326	4.783
75	6	-7.5	3.127	7.618
75	7	-7.5	2.471	2.698
75	8	-7.3	2.172	2.511
75	9	-7.2	2.782	8.052
76	1	-8	0	0
76	2	-7.9	2.346	4.791
76	3	-7.9	3.941	7.669
76	4	-7.9	2.825	8.283
76	5	-7.9	2.321	4.796
76	6	-7.6	3.117	7.607
76	7	-7.6	4.448	7.932
76	8	-7.5	2.245	2.488
76	9	-7.4	3.573	6.876
77	1	-8.8	0	0
77	2	-8.7	1.898	2.622
77	3	-8.5	3.906	5.663
77	4	-8.5	3.689	4.709
77	5	-8.4	4.63	6.629
77	6	-8.4	1.55	2.208
77	7	-8.4	2.576	3.54
77	8	-8.3	3.467	5.568
77	9	-8.3	3.156	8.503
78	1	-7.8	0	0
78	2	-7.8	3.654	6.793
78	3	-7.8	3.933	7.649
78	4	-7.7	3.39	6.48
78	5	-7.5	3.255	4.558
78	6	-7.5	1.608	2.025
78	7	-7.4	3.667	7.694
78	8	-7.3	3.001	7.313
78	9	-7.2	2.034	3.637
79	1	-8	0	0
79	2	-7.9	2.293	4.743
79	3	-7.8	2.278	4.826
79	4	-7.6	3.607	7.824
79	5	-7.6	1.202	1.873
79	6	-7.5	3.221	7.061
79	7	-7.4	3.246	7.537
79	8	-7.4	3.57	6.927
79	9	-7.3	3.516	7.62
80	1	-9.1	0	0
80	2	-8.9	1.421	1.73
80	3	-8.8	2.758	8.474
80	4	-8.7	2.909	8.226
80	5	-8.7	1.889	2.653
80	6	-8.5	3.145	5.828
80	7	-8.4	2.66	5.723
80	8	-8.3	3.749	8.595
80	9	-8.2	4.145	8.599
81	1	-9	0	0
81	2	-8.8	1.807	2.615
81	3	-8.6	1.669	2.145
81	4	-8.5	3.831	8.226
81	5	-8.5	3.083	5.785
81	6	-8.5	3.314	7.823
81	7	-8.3	2.83	8.017
81	8	-8.2	2.863	7.552
81	9	-8.2	3.337	8.261
82	1	-8.2	0	0
82	2	-8.1	3.966	4.885
82	3	-8.1	2.214	2.808
82	4	-8.1	2.909	7.319
82	5	-7.9	3.406	7.61
82	6	-7.9	2.898	7.282
82	7	-7.8	3.318	7.645
82	8	-7.8	3.521	5.309
82	9	-7.8	3.28	4.038
83	1	-8.2	0	0
83	2	-8.2	2.192	2.832
83	3	-8.1	3.984	4.908
83	4	-8.1	2.937	7.347
83	5	-8	3.378	7.625
83	6	-8	3.369	7.681
83	7	-7.9	2.958	7.323
83	8	-7.8	3.142	4.845
83	9	-7.6	3.105	4.112
84	1	-8.3	0	0
84	2	-8.2	2.207	2.808
84	3	-8.1	3.999	4.892
84	4	-8.1	2.92	7.348
84	5	-8	3.393	7.622
84	6	-8	2.876	7.308
84	7	-7.9	3.367	7.739
84	8	-7.8	3.529	4.272
84	9	-7.8	3.124	4.413
85	1	-8.5	0	0
85	2	-8.2	2.896	8.123
85	3	-8.1	3.144	8.314
85	4	-8.1	4.281	5.366
85	5	-8	3.437	4.98
85	6	-7.9	3.644	5.099
85	7	-7.9	2.763	8.493
85	8	-7.8	3.623	7.432
85	9	-7.6	1.715	2.57
86	1	-8.5	0	0
86	2	-8.2	2.898	8.123
86	3	-8.1	4.366	5.493
86	4	-8.1	3.132	8.317
86	5	-8	1.895	2.584
86	6	-7.9	2.771	8.498
86	7	-7.8	3.594	7.413
86	8	-7.8	3.26	4.813
86	9	-7.6	2.275	2.878
87	1	-8.3	0	0
87	2	-8.2	2.199	2.801
87	3	-8.1	3.967	4.858
87	4	-8.1	2.913	7.348
87	5	-8	2.854	7.318
87	6	-7.9	3.339	7.676
87	7	-7.8	3.57	7.456
87	8	-7.8	3.684	4.37
87	9	-7.7	3.171	4.86
88	1	-8.3	0	0
88	2	-8.2	2.226	2.837
88	3	-8.1	4.003	4.899
88	4	-8.1	2.922	7.35
88	5	-8	3.391	7.622
88	6	-8	2.903	7.317
88	7	-8	3.339	7.681
88	8	-7.7	3.095	7.646
88	9	-7.6	3.343	7.65
89	1	-8.3	0	0
89	2	-8.2	2.213	2.813
89	3	-8.1	2.921	7.349
89	4	-8	3.389	7.62
89	5	-8	3.35	7.695
89	6	-7.8	3.031	7.331
89	7	-7.7	3.416	4.079
89	8	-7.7	4.042	4.916
89	9	-7.5	3.294	7.614
90	1	-8.2	0	0
90	2	-8	3.797	8.162
90	3	-8	2.272	2.933
90	4	-8	3.637	7.548
90	5	-8	2.981	7.722
90	6	-8	3.483	7.169
90	7	-7.8	2.044	2.701
90	8	-7.8	1.614	4.3
90	9	-7.5	2.175	5.101
91	1	-8.2	0	0
91	2	-8.2	2.196	2.836
91	3	-8.1	3.957	4.887
91	4	-8.1	2.934	7.333
91	5	-8	2.853	7.297
91	6	-7.9	3.409	7.627
91	7	-7.9	3.288	7.637
91	8	-7.8	3.193	4.942
91	9	-7.5	3.227	7.608
92	1	-8.2	0	0
92	2	-8.2	2.19	2.834
92	3	-8.1	3.987	4.91
92	4	-8.1	2.937	7.359
92	5	-8	3.385	7.634
92	6	-7.9	3.371	7.749
92	7	-7.8	3.054	7.362
92	8	-7.7	3.519	4.173
92	9	-7.6	3.249	7.629
93	1	-8.3	0	0
93	2	-8.2	2.202	2.808
93	3	-8.1	4.002	4.879
93	4	-8.1	2.912	7.348
93	5	-8	3.428	7.63
93	6	-8	3.272	7.654
93	7	-7.8	3.002	7.326
93	8	-7.8	3.406	5.103
93	9	-7.8	3.468	4.217
94	1	-8.4	0	0
94	2	-8.3	2.959	7.214
94	3	-8.2	3.85	5.467
94	4	-8.2	1.829	2.403
94	5	-8	3.111	7.273
94	6	-7.9	3.782	4.879
94	7	-7.8	1.208	3.289
94	8	-7.8	2.53	7.674
94	9	-7.4	2.347	3.272
95	1	-8.5	0	0
95	2	-8.3	1.899	2.575
95	3	-8.3	2.963	7.212
95	4	-8.3	3.847	5.458
95	5	-8.1	2.611	7.714
95	6	-8	3.105	7.273
95	7	-7.9	3.543	5.241
95	8	-7.9	1.582	2.314
95	9	-7.8	1.232	3.297
